id,question_ru,original_answer,model_answer,extracted_original_answer,has_letters,is_substring,langdetect_code,hf_lang_code,spacy_lang_code,majority_code
5725f39638643c19005acef9,Какие записи из Космического центра имени Джонсона использовались для восстановления оригинальных пленок?,"{'text': ['записи с экранов кинескопов'], 'answer_start': [375]}","Кинескопы, сделанные в Космическом центре имени Джонсона",записи с экранов кинескопов,True,False,ru,ru,ru,ru
5725f39638643c19005acefa,Какой компании было поручено восстановить оригиналы пленок?,"{'text': ['Lowry Digital'], 'answer_start': [151]}",Lowry Digital,Lowry Digital,True,True,,,,ru
5725f39638643c19005acefb,Были ли пленки восстановлены в цвете для улучшения качества изображения или остались черно-белыми?,"{'text': ['черно-белого'], 'answer_start': [469]}",черно-белым,черно-белого,True,False,ru,ru,ru,ru
5725cc38ec44d21400f3d5bb,"Как создавались основополагающие договоры, образующие Европейский союз?","{'text': ['с общих правил для добычи угля и производства стали'], 'answer_start': [60]}",Тreaty of Rome; Treaty of Maastricht,с общих правил для добычи угля и производства стали,True,False,en,en,en,en
5725cc38ec44d21400f3d5bc,Какие два договора обеспечили дополнительные официальные институты Европейского союза?,"{'text': ['Римского договора 1957 года и Маастрихтского договора 1992 года (сейчас: Договор о функционировании Европейского союза, TFEU)'], 'answer_start': [203]}",Тreaty of Rome 1957 и Treaty of Maastricht 1992,"Римского договора 1957 года и Маастрихтского договора 1992 года (сейчас: Договор о функционировании Европейского союза, TFEU)",True,False,en,en,en,en
5725cc38ec44d21400f3d5bd,В каком году Испания и Португалия присоединились к Европейскому союзу?,"{'text': ['1985'], 'answer_start': [1041]}",1985,1985,False,True,,,,ru
5725cc38ec44d21400f3d5be,Вступила ли Норвегия в 1972 году в Европейский союз?,"{'text': ['не'], 'answer_start': [978]}",Норвегия не присоединилась к Европейскому союзу.,не,True,True,,,,ru
5725cc38ec44d21400f3d5bf,Какая страна в 1985 году подписала договор о предоставлении ей особого статуса?,"{'text': ['Гренландия'], 'answer_start': [1344]}",Гренландия,Гренландия,True,True,,,,ru
57268e2bf1498d1400e8e3b0,"Что вызвало необходимость заключения основных договоров, которые в конечном итоге привели к образованию ЕС?","{'text': ['общих правил для добычи угля и производства стали, а затем атомной энергии'], 'answer_start': [62]}",Термины и нормативное регулирование,"общих правил для добычи угля и производства стали, а затем атомной энергии",True,False,ru,ru,ru,ru
57268e2bf1498d1400e8e3b1,Когда был подписан Маастрихтский договор?,"{'text': ['1992 года'], 'answer_start': [257]}",1992,1992 года,False,False,,,,ru
57268e2bf1498d1400e8e3b2,Когда был принят Единый европейский акт?,"{'text': ['1986'], 'answer_start': [526]}",1986,1986,False,True,,,,ru
57268e2bf1498d1400e8e3b3,Когда Дания вступила в ЕС?,"{'text': ['1972'], 'answer_start': [936]}",1972,1972,False,True,,,,ru
57268e2bf1498d1400e8e3b4,Когда Гренландия подписала договор о предоставлении ей особого статуса?,"{'text': ['1985'], 'answer_start': [1375]}",1985,1985,False,True,,,,ru
572651f9f1498d1400e8dbee,Какие два руководящих органа имеют право вето на законодательном уровне?,"{'text': ['Европейский Парламент и Совет Европейского Союза'], 'answer_start': [79]}",Комиссия и Совет Европейского Союза,Европейский Парламент и Совет Европейского Союза,True,False,ru,ru,ru,ru
572651f9f1498d1400e8dbef,"Чего не может делать парламент, порождая дефицит равенства и демократии?","{'text': ['не могут инициировать законодательство против воли Комиссии'], 'answer_start': [489]}",выносить инициативы на референдумы,не могут инициировать законодательство против воли Комиссии,True,False,ru,ru,ru,ru
572651f9f1498d1400e8dbf0,Как часто проходят парламентские выборы?,"{'text': ['каждые пять лет'], 'answer_start': [1867]}",четыре раза每年,каждые пять лет,True,False,ru,ru,ru,ru
572651f9f1498d1400e8dbf1,Сколько голосов необходимо набрать для эффективного вынесения вотума недоверия Комиссии?,"{'text': ['большинством в две трети голосов'], 'answer_start': [3110]}",один миллион,большинством в две трети голосов,True,False,mk,ru,ru,ru
572651f9f1498d1400e8dbf2,"Через какие два органа парламент должен пройти в первую очередь, чтобы принять закон?","{'text': ['Комиссии и Совета'], 'answer_start': [3465]}",Европейский парламент и Совет Европейского Союза,Комиссии и Совета,True,False,ru,ru,ru,ru
5726938af1498d1400e8e446,Какой субъект имеет монополию на инициирование законопроектов?,"{'text': ['Комиссия'], 'answer_start': [15]}",Комиссия,Комиссия,True,True,,,,ru
5726938af1498d1400e8e447,Какие органы имеют право вносить поправки и налагать вето в ходе законодательного процесса?,"{'text': ['Европейский Парламент и Совет Европейского Союза'], 'answer_start': [79]}",Европейский Парламент и Совет Европейского Союза,Европейский Парламент и Совет Европейского Союза,True,True,,,,ru
5726938af1498d1400e8e448,Когда состоялись первые прямые выборы?,"{'text': ['1979'], 'answer_start': [1300]}",1979,1979,False,True,,,,ru
5726938af1498d1400e8e449,Как часто проходят парламентские выборы?,"{'text': ['каждые пять лет'], 'answer_start': [1867]}",четыре года,каждые пять лет,True,False,ru,ru,ru,ru
5726938af1498d1400e8e44a,Какая партия в настоящее время является самой крупной среди партийных структур?,"{'text': ['Европейская народная партия'], 'answer_start': [2471]}","sys
Европейская народная партия",Европейская народная партия,True,True,,,,ru
57265e455951b619008f70bb,"Если между законодательством ЕС и национальным законодательством возникает коллизия, то какое из них имеет преимущественную силу?","{'text': ['законодательство ЕС'], 'answer_start': [429]}",ЕС,законодательство ЕС,True,False,unknown,bg,bg,bg
57265e455951b619008f70bc,"По какой причине Конституционный суд Италии вынес решение, в результате чего г-н Коста проиграл иск против ENEL?","{'text': ['поскольку закон о национализации был принят в 1962 году, а договор вступил в силу в 1958 году, Коста не имеет права на иск'], 'answer_start': [956]}","необходимо передать дело в Европейский суд, если его решение не будет обжаловано.","поскольку закон о национализации был принят в 1962 году, а договор вступил в силу в 1958 году, Коста не имеет права на иск",True,False,ru,ru,ru,ru
57265e455951b619008f70bd,"В какие два года были приняты Регламенты ЕС, противоречащие итальянскому законодательству, которые послужили причиной иска Simmenthal SpA?","{'text': ['1964 и 1968'], 'answer_start': [2415]}","1964, 1968",1964 и 1968,False,False,,,,ru
5726975c708984140094cb1f,Какие органы должны были разработать принципы урегулирования коллизий между законами различных систем?,"{'text': ['Европейскому Суду, так и верховным национальным судам'], 'answer_start': [144]}","router
Европейский Суд, верховные национальные суды","Европейскому Суду, так и верховным национальным судам",True,False,ru,ru,ru,ru
5726975c708984140094cb20,Когда происходил процесс Косты против ENEL?,"{'text': ['1964'], 'answer_start': [472]}",1964,1964,False,True,,,,ru
5726975c708984140094cb21,"Какой суд утверждал, что Римский договор не препятствует национализации энергетики?","{'text': ['Европейский суд'], 'answer_start': [1090]}",Конституционный суд Италии,Европейский суд,True,False,ru,ru,ru,ru
5726a299dd62a815002e8b9e,Сколько первоначальных учредительных договоров ЕС защищали основные права человека?,"{'text': ['Ни в одном'], 'answer_start': [0]}",один,Ни в одном,True,False,mk,ru,mk,mk
5726a299dd62a815002e8b9f,Какие органы первоначально занимались предотвращением нарушений прав человека?,"{'text': ['государствах-участницах'], 'answer_start': [387]}",Европейский совет,государствах-участницах,True,False,ru,ru,ru,ru
5726a299dd62a815002e8ba0,Когда была принята Европейская конвенция по правам человека?,"{'text': ['1950'], 'answer_start': [480]}",1950 году,1950,True,True,,,,ru
5726a299dd62a815002e8ba1,Какой еще орган был создан одновременно с Европейской конвенцией по правам человека?,"{'text': ['Европейского суда по правам человека.'], 'answer_start': [503]}",Европейский суд по правам человека,Европейского суда по правам человека.,True,False,ru,ru,ru,ru
5726a299dd62a815002e8ba2,Когда Европейский совет поручил определенному органу разработать Европейскую хартию прав человека?,"{'text': ['1999'], 'answer_start': [828]}",2001г.,1999,True,False,bg,ru,bg,bg
5726a5525951b619008f78dd,Что привело Великобританию к подписанию соглашения о социальной политике?,"{'text': ['избрания Лейбористской партии Великобритании в правительство'], 'answer_start': [6]}",Социальное соглашение,избрания Лейбористской партии Великобритании в правительство,True,False,ru,ru,ru,ru
5726a5525951b619008f78de,Когда Великобритания официально подписала Соглашение о социальной политике?,"{'text': ['1997 году'], 'answer_start': [69]}",1997,1997 году,False,False,,,,ru
5726a5525951b619008f78df,Какая из упомянутых директив была создана в 1994 году?,"{'text': ['Директиву о консультировании работников'], 'answer_start': [396]}","Директива о консультировании работников 1994 года
Консультация работников на предприятии - это важный аспект работы для многих организаций. Это процесс, который позволяет учесть мнения и интересы сотрудников, а также выявить проблемы и недостатки в работе организации. Провести консультацию можно как один раз в год, так и регулярно, нап",Директиву о консультировании работников,True,False,ru,ru,ru,ru
5726a5525951b619008f78e0,Когда была создана директива об отпуске по уходу за ребенком для родителей?,"{'text': ['1996'], 'answer_start': [563]}",1996,1996,False,True,,,,ru
5726a5525951b619008f78e1,Что предписывалось проводить согласно Директиве о консультировании работников?,"{'text': ['консультации сотрудников на предприятиях'], 'answer_start': [475]}",Консультации со своими сотрудниками,консультации сотрудников на предприятиях,True,False,ru,ru,ru,ru
5725b81b271a42140099d097,Какое название также используется для описания дождевых лесов Амазонки на русском языке?,"{'text': ['также известные как Амазония или джунгли Амазонки'], 'answer_start': [195]}",Амазония,также известные как Амазония или джунгли Амазонки,True,False,ru,bg,ru,ru
5725b81b271a42140099d098,Сколько квадратных километров дождевых лесов насчитывается в бассейне реки?,"{'text': ['5 500 000'], 'answer_start': [433]}",5.5 triệu квадратных километров,5 500 000,True,False,ru,ru,ru,ru
5725b81b271a42140099d099,Сколько стран контролируют этот регион?,"{'text': ['девяти'], 'answer_start': [573]}","Бразилия, Перу, Колумбия, Венесуэла, Эквадор, Боливия, Гайана, Суринам, Французская Гвиanna",девяти,True,False,ru,ru,ru,ru
5725b81b271a42140099d09a,Сколько стран содержат в своих названиях «Амазония»?,"{'text': ['четырех'], 'answer_start': [820]}","Бразилия, Перу, Колумбия, Венесуэла, Эквадор, Боливия, Гайана, Суринам, Французская Гвиана",четырех,True,False,ru,ru,ru,ru
5725b81b271a42140099d09b,Какой процент дождевых лесов всей планеты находится в Амазонии?,"{'text': ['Амазония содержит более половины оставшихся дождевых лесов планеты'], 'answer_start': [881]}",60%,Амазония содержит более половины оставшихся дождевых лесов планеты,False,False,,,,ru
5728349dff5b5019007d9efe,Как называется дождевой лес Амазонки по-голландски?,"{'text': ['Amazoneregenwoud'], 'answer_start': [176]}",Amazoneregenwoud,Amazoneregenwoud,True,True,,,,ru
5728349dff5b5019007d9eff,Какие дождевые леса покрывают большую часть бассейна Амазонки в Южной Америке?,"{'text': ['Дождевые леса Амазонки'], 'answer_start': [0]}",Бразилия,Дождевые леса Амазонки,True,False,ru,bg,ru,ru
5728349dff5b5019007d9f00,В какой стране расположена большая часть дождевых лесов Амазонки?,"{'text': ['Бразилии'], 'answer_start': [620]}",Бразилия,Бразилии,True,False,ru,bg,ru,ru
5728349dff5b5019007d9f01,Какую долю от дождевых лесов всей Земли составляют дождевые леса Амазонии?,"{'text': ['более половины'], 'answer_start': [899]}",60%,более половины,False,False,,,,ru
5728349dff5b5019007d9f02,Сколько видов деревьев можно встретить в дождевых лесах Амазонки?,"{'text': ['16 000'], 'answer_start': [1098]}",390,16 000,False,False,,,,ru
5729e2316aef0514001550c4,К лесам какого типа относятся дождевые леса Амазонки?,"{'text': ['влажный широколиственный лес'], 'answer_start': [251]}",Леса дождевых лесов Амазонки относятся к широколиственным лесам.,влажный широколиственный лес,True,False,ru,ru,ru,ru
5729e2316aef0514001550c5,Сколько квадратных километров занимает бассейн Амазонки?,"{'text': ['7 000 000 квадратных километров'], 'answer_start': [361]}",5 500 000 квадратных километров,7 000 000 квадратных километров,True,False,ru,ru,ru,ru
5729e2316aef0514001550c6,Сколько стран находится в бассейне Амазонки?,"{'text': ['девяти'], 'answer_start': [573]}",четыре,девяти,True,False,ru,ru,ru,ru
5729e2316aef0514001550c7,В какой стране находится большая часть леса Амазонки?,"{'text': ['Бразилии'], 'answer_start': [620]}",Бразилия,Бразилии,True,False,ru,bg,ru,ru
5729e2316aef0514001550c8,Какова оценка количества деревьев в тропическом лесу Амазонки?,"{'text': ['16 000'], 'answer_start': [1098]}",390 миллиардов,16 000,True,False,ru,ru,ru,ru
5729feaf6aef051400155188,Сколько квадратных километров леса Амазонки было потеряно к 1991 году?,"{'text': ['415 000'], 'answer_start': [86]}",415 000,415 000,False,True,,,,ru
5729feaf6aef051400155189,Сколько квадратных километров леса Амазонки было утрачено в 2000 году?,"{'text': ['587 000'], 'answer_start': [97]}",587 000,587 000,False,True,,,,ru
5729feaf6aef05140015518a,Для чего используется большая часть расчищенных земель в регионе Амазонки?,"{'text': ['пастбищем для скота'], 'answer_start': [207]}",как пастбища для скотов,пастбищем для скота,True,False,ru,bg,ru,ru
5729feaf6aef05140015518b,Какое место в мире занимает Бразилия по объему производства соевых бобов?,"{'text': ['вторым в мире по величине'], 'answer_start': [395]}",Второй,вторым в мире по величине,True,False,ru,ru,ru,ru
5729feaf6aef05140015518c,Какой процент расчищенных земель в бассейне Амазонки используется для выращивания скота?,"{'text': ['91%'], 'answer_start': [291]}",70%,91%,False,False,,,,ru
572a005f1d046914007796b7,"Магистрали, построенные в дождевых лесах Амазонки, были построены в первую очередь для фермеров, выращивающих какой продукт?","{'text': ['сою'], 'answer_start': [25]}",соя,сою,True,False,ru,bg,ru,ru
572a005f1d046914007796b8,К чему привело создание автомагистралей в тропических лесах Амазонки?,"{'text': ['увеличению населенных пунктов и обезлесению'], 'answer_start': [243]}",Прирост населения,увеличению населенных пунктов и обезлесению,True,False,bg,ru,bg,bg
572a005f1d046914007796b9,Сколько квадратных миль леса вырубалось ежегодно в период с 2000 по 2005 год?,"{'text': ['8 646 кв. миль'], 'answer_start': [381]}",8646,8 646 кв. миль,False,False,,,,ru
572a005f1d046914007796bb,Что случилось с темпами обезлесения в бразильском регионе Амазонки в период с 2004 по 2014 год?,"{'text': ['значительно сократилась'], 'answer_start': [588]}","19,018 квадратных километров",значительно сократилась,True,False,ru,ru,ru,ru
572a005f1d046914007796ba,Насколько выше были темпы обезлесения с 2000 по 2005 год по сравнению с периодом с 1995 по 2000 год?,"{'text': ['18%'], 'answer_start': [411]}",18%,18%,False,True,,,,ru
572a020f6aef051400155198,"Чем обеспокоены защитники окружающей среды, учитывая потерю лесов Амазонки?","{'text': ['биоразнообразия'], 'answer_start': [28]}",экологи,биоразнообразия,True,False,ru,ru,ru,ru
572a020f6aef051400155199,"В результате чего, по мнению экологов, может происходить утрата биоразнообразия?","{'text': ['уничтожения леса'], 'answer_start': [57]}",изменение климата,уничтожения леса,True,False,bg,ru,bg,bg
572a020f6aef05140015519a,Высвобождение чего именно из региона Амазонки беспокоит экологов?,"{'text': ['углерода, содержащегося в растительности'], 'answer_start': [92]}",выброс углерода,"углерода, содержащегося в растительности",True,False,ru,ru,ru,ru
572a020f6aef05140015519b,Какое количество мирового углерода хранится в лесах Амазонки?,"{'text': ['10%'], 'answer_start': [284]}",1.1 × 10^11 тонн углерода,10%,True,True,,,,ru
572a020f6aef05140015519c,"Сколько тонн углерода, как полагают, содержится в лесах Амазонки?","{'text': ['1,1 × 10 в 11-й степени'], 'answer_start': [329]}",1.1 × 10¹¹ тонн,"1,1 × 10 в 11-й степени",True,False,uk,ur,uk,uk
572a0bebaf94a219006aa76f,"В каком году Амазонка пережила засуху, которая, возможно, была более экстремальной, чем в 2005 году?","{'text': ['2010'], 'answer_start': [2]}","2010
Засуха, которая, возможно, была более экстремальной, чем в 2005 году, произошла в 2010 году.",2010,True,True,,,,ru
572a0bebaf94a219006aa770,Сколько квадратных миль территории региона было затронуто засухой 2010 года?,"{'text': ['160 000'], 'answer_start': [189]}","1,160,000",160 000,False,True,,,,ru
572a0bebaf94a219006aa771,Сколько районов пострадало от гибели растительности в результате засухи 2010 года?,"{'text': ['три эпицентра'], 'answer_start': [343]}",3,три эпицентра,False,False,,,,ru
572a0bebaf94a219006aa772,В каком году засуха затронула в основном южную часть леса Амазонки?,"{'text': ['2005 году'], 'answer_start': [404]}",2005,2005 году,False,False,,,,ru
572a0bebaf94a219006aa773,Сколько тонн углерода поглощается Амазонией в среднем за год?,"{'text': ['1,5 гигатонн диоксида углерода'], 'answer_start': [553]}","1,5 Gigatonn","1,5 гигатонн диоксида углерода",True,False,tl,tr,tl,tl
5725bae289a1e219009abd90,Сколько гребневик может съесть за один день?,"{'text': ['в десять раз больше собственного веса'], 'answer_start': [333]}",десять,в десять раз больше собственного веса,True,False,ru,ru,ru,ru
5725bae289a1e219009abd91,Сколько видов гребневиков было подтверждено?,"{'text': ['100—150'], 'answer_start': [400]}",125,100—150,False,False,,,,ru
5725bae289a1e219009abd92,Сколько видов гребневиков не были полностью описаны или названы?,"{'text': ['25'], 'answer_start': [432]}",175,25,False,False,,,,ru
5725c337271a42140099d163,Сколько видов гребневиков подтверждено?,"{'text': ['100—150'], 'answer_start': [400]}",100-150,100—150,False,True,,,,ru
5725c337271a42140099d164,Как называются маленькие щупальца цидиппид?,"{'text': ['тентиллами'], 'answer_start': [581]}",tentilla,тентиллами,True,False,it,tr,it,it
5725c337271a42140099d165,Сколько пищи в день съедает гребневик?,"{'text': ['в десять раз больше собственного веса'], 'answer_start': [333]}",десять,в десять раз больше собственного веса,True,False,ru,ru,ru,ru
5725c337271a42140099d166,"Чего нет у прибрежных бесщупальцевых гребневиков, в отличие от других гребневиков?","{'text': ['щупалец'], 'answer_start': [895]}","что нет у береговых безстебельных гребневиков, в отличие от других гребневиков?",щупалец,True,False,ru,ru,ru,ru
5725c337271a42140099d167,Что используют прибрежные бесщупальцевые гребневики в качестве зубов?,"{'text': ['жестких ресничек'], 'answer_start': [991]}","Кто используют прибрежные бесщупальцевые гребневики в качестве зубов?
Вот ответ на вопрос:

Бербериды",жестких ресничек,True,False,ru,ru,ru,ru
5726400589a1e219009ac5ee,Сколько пищи съедает гребневик в день?,"{'text': ['в десять раз больше собственного веса'], 'answer_start': [333]}",десять,в десять раз больше собственного веса,True,False,ru,ru,ru,ru
5726400589a1e219009ac5ef,Как называются самые маленькие щупальца цидиппид?,"{'text': ['тентиллами'], 'answer_start': [581]}",колобастами,тентиллами,True,False,ru,bg,ru,ru
5726400589a1e219009ac5f0,Что бесщупальцевые гребневики используют в качестве зубов?,"{'text': ['жестких ресничек'], 'answer_start': [991]}","гребневики, использующие крупные, жесткие реснички для охоты, называются береговой, безщупальной каембидой.",жестких ресничек,True,False,ru,ru,ru,ru
5726400589a1e219009ac5f1,Чем цидиппиды пользуются при ловле добычи?,"{'text': ['коллобластами'], 'answer_start': [629]}",Цидиппиды используют маленькие щупальца для когтевого обруча и захватывания добычи.,коллобластами,True,False,ru,ru,ru,ru
5726400589a1e219009ac5f2,Сколько существует видов гребневиков?,"{'text': ['100—150 видов'], 'answer_start': [400]}",175,100—150 видов,False,False,,,,ru
5725c91e38643c19005acceb,Когда произошло мел-палеогеновое вымирание?,"{'text': ['66 миллионов лет назад'], 'answer_start': [823]}",66 миллионов лет ago,66 миллионов лет назад,True,False,ru,ru,ru,ru
5725c91e38643c19005accec,"Доказательства указывают на то, что цидиппиды не являются чем?","{'text': ['монофилетическими'], 'answer_start': [934]}",монархия,монофилетическими,True,False,ru,ru,ru,ru
5725c91e38643c19005acced,"Сколько лет найденным окаменелостям, представляющим собой гребневиков?","{'text': ['515 миллионов лет'], 'answer_start': [316]}",515 миллионов лет ago,515 миллионов лет,True,True,,,,ru
5725c91e38643c19005accee,"Чего нет у ископаемых гребневиков, что есть у современных?","{'text': ['щупалец'], 'answer_start': [183]}",щупалицы,щупалец,True,False,ru,ru,ru,ru
5726449f1125e71900ae1928,"Сколько лет ископаемым останкам, которые, как считается, состоят из гребневиков?","{'text': ['515 миллионов лет'], 'answer_start': [316]}",515 миллионов лет ago,515 миллионов лет,True,True,,,,ru
5726449f1125e71900ae1929,Какое событие произошло 66 миллионов лет назад?,"{'text': ['мел-палеогенового вымирания'], 'answer_start': [795]}",Крестьянская революция,мел-палеогенового вымирания,True,False,ru,ru,ru,ru
5726449f1125e71900ae192a,Чем не являются цидиппиды?,"{'text': ['монофилетическими'], 'answer_start': [934]}",не monophyletичны,монофилетическими,True,False,ru,ru,ru,ru
5726449f1125e71900ae192b,"Что есть у современных гребневиков, но отсутствует у ископаемых?","{'text': ['щупалец'], 'answer_start': [183]}",щупалицы,щупалец,True,False,ru,ru,ru,ru
572648e8dd62a815002e8076,Как называются волоски на гребневиках?,"{'text': ['реснички'], 'answer_start': [150]}",Кто производит продукцию для компании Apple?,реснички,True,False,ru,ru,ru,ru
572648e8dd62a815002e8077,Для чего используются реснички?,"{'text': ['способа локомоции'], 'answer_start': [192]}",Кто использует реснички?,способа локомоции,True,False,ru,ru,ru,ru
572648e8dd62a815002e8078,"Как называются полосы ресничек, похожие на гребень?","{'text': ['ктены'], 'answer_start': [389]}",Ктены,ктены,True,True,,,,ru
572648e8dd62a815002e8079,Что означает ктенофора по-гречески?,"{'text': ['носящие гребень'], 'answer_start': [530]}","Ктенофора — это ктенофор (гребневик), который переводится как «гребневик».",носящие гребень,True,False,ru,ru,ru,ru
57268da7f1498d1400e8e39c,Почему окаменелости гребневиков крайне редки?,"{'text': ['своих мягких желатиновых тел'], 'answer_start': [6]}",почему окаменелости гребневиков крайне редки,своих мягких желатиновых тел,True,False,ru,ru,ru,ru
57268da7f1498d1400e8e39d,Представителем типа каких организмов можно считать Эдиакарскую эоандромеду?,"{'text': ['гребневиком, состоящим из желеобразной массы.'], 'answer_start': [1312]}",Риппен-quальлы,"гребневиком, состоящим из желеобразной массы.",True,False,ru,ru,ru,ru
57268da7f1498d1400e8e39e,"Как назывался период, отстоящий от нас на 505 миллионов лет?","{'text': ['средним кембрием'], 'answer_start': [547]}",Кембрий,средним кембрием,True,False,bg,ru,bg,bg
57268da7f1498d1400e8e39f,Сколько образцов было найдено в сланцах Берджес?,"{'text': ['три'], 'answer_start': [407]}",Два,три,True,False,uk,ur,uk,uk
57268da7f1498d1400e8e3a0,"Чего не хватало окаменелостям, найденным в сланцах Берджес?","{'text': ['щупалец'], 'answer_start': [610]}","двухtentаклейших
(двух)контргрупповых",щупалец,True,False,ru,ru,ru,ru
57269016708984140094ca41,"Согласно недавним исследованиям, гребневики являются сестринской группой каких животных?","{'text': ['билатериям'], 'answer_start': [258]}",Гребневики являются сестринской группой всех других животных.,билатериям,True,False,ru,ru,ru,ru
57269016708984140094ca42,"Какой, по мнению некоторых исследователей, самый ранний животный филум, с которого началось расхождение типов животных?","{'text': ['Porifera'], 'answer_start': [1340]}",Porifera,Porifera,True,True,,,,ru
5725edfe38643c19005ace9f,Как еще называется западная часть Фресно?,"{'text': ['Юго-западным Фресно'], 'answer_start': [56]}",Юго-западный Фресно,Юго-западным Фресно,True,False,ru,ru,ru,ru
5725edfe38643c19005acea0,В каком направлении относительно 99-й автомагистрали находится западная часть района Фресно?,"{'text': ['юго-западнее'], 'answer_start': [139]}",Северо-восток,юго-западнее,True,False,ru,ru,ru,ru
5725edfe38643c19005acea1,Центром какой этнической общины является западная часть Фресно?,"{'text': ['афроамериканской общины'], 'answer_start': [427]}",Калифорнийская Американская Группа,афроамериканской общины,True,False,ru,ru,ru,ru
5725edfe38643c19005acea2,Какие две основные азиатско-американские группы населения проживают в западном районе Фресно?,"{'text': ['хмонгов и лаосцев'], 'answer_start': [615]}",Хмонги и лаосцы,хмонгов и лаосцев,True,False,mk,ru,mk,mk
5725edfe38643c19005acea3,Какой район находится к западу от 41-й автомагистрали?,"{'text': ['Вест-Сайд'], 'answer_start': [14]}",Западный район,Вест-Сайд,True,False,ru,ru,ru,ru
5725f00938643c19005aced7,В честь кого назван бульвар Кирни?,"{'text': ['Тео Кирни'], 'answer_start': [99]}",М. Тео Кирни,Тео Кирни,True,True,,,,ru
5725f00938643c19005aced8,Какие деревья высажены на бульваре Кирни?,"{'text': ['высокими пальмами'], 'answer_start': [327]}",Треугольники,высокими пальмами,True,False,ru,ru,ru,ru
5725f00938643c19005aced9,Между какими двумя улицами вдоль бульвара Кирни когда-то проживали богатые афроамериканцы?,"{'text': ['Фресно-Стрит и Торн Авеню'], 'answer_start': [401]}",Фресно-Стрит и Торн Авеню,Фресно-Стрит и Торн Авеню,True,True,,,,ru
5725f00938643c19005aceda,Какое имя было дано отрезку бульвара Кирни в попытке изменить имидж района?,"{'text': ['Брукхейвен'], 'answer_start': [537]}",Brookhaven,Брукхейвен,True,False,nl,en,nl,nl
5725f00938643c19005acedb,Какой район Брукхейвена по-прежнему известен своим высоким уровнем преступности?,"{'text': ['Изолированный квартал'], 'answer_start': [694]}",Догг Пайн,Изолированный квартал,True,False,bg,ru,bg,bg
5725f8f5ec44d21400f3d7b1,В скольких домохозяйствах проживают дети в возрасте до 18 лет?,"{'text': ['68 511'], 'answer_start': [46]}",68 511,68 511,False,True,,,,ru
5725f8f5ec44d21400f3d7b2,"Какова процентная доля домохозяек, не имеющих мужа?","{'text': ['19,3%'], 'answer_start': [198]}","43,8%","19,3%",False,False,,,,ru
5725f8f5ec44d21400f3d7b3,Сколько насчитывалось однополых супружеских пар или партнерств?,"{'text': ['1388'], 'answer_start': [374]}",11.698,1388,False,False,,,,ru
5725f8f5ec44d21400f3d7b4,Каким был средний размер семьи?,"{'text': ['3,62'], 'answer_start': [698]}","3,62","3,62",False,True,,,,ru
5725f8f5ec44d21400f3d7b5,Каким был средний размер домохозяйства?,"{'text': ['3,07*'], 'answer_start': [604]}",3.07,"3,07*",False,True,,,,ru
5725fcbe271a42140099d3ad,Какая дорога соединяет Фресно с Центральной долиной Калифорнии?,"{'text': ['99-м шоссе'], 'answer_start': [21]}",California State Route 99,99-м шоссе,True,False,en,en,en,en
5725fcbe271a42140099d3ae,Как еще называется 168-е шоссе?,"{'text': ['автомагистраль Сиерра'], 'answer_start': [166]}",Сиерра-фри highway,автомагистраль Сиерра,True,False,bg,ru,bg,bg
5725fcbe271a42140099d3af,Как еще называется Йосемитское шоссе?,"{'text': ['41-е шоссе'], 'answer_start': [247]}",Елизерхардтская автомагистраль,41-е шоссе,True,False,ru,ru,ru,ru
5725fcbe271a42140099d3b0,С какого направления через Мендоту проходит 180-е шоссе?,"{'text': ['запада'], 'answer_start': [443]}",из Востока,запада,True,False,ru,ru,ru,ru
5725fe63ec44d21400f3d7dd,"Какой из городов, не связанных с федеральной автомагистралью, является самым крупным?","{'text': ['Фресно'], 'answer_start': [0]}",Фресно,Фресно,True,True,,,,ru
5725fe63ec44d21400f3d7de,В каком году была создана Федеральная сеть скоростных автомагистралей?,"{'text': ['1950-х годах'], 'answer_start': [173]}",1950s,1950-х годах,True,False,sv,en,sv,sv
5725fe63ec44d21400f3d7df,Какое шоссе планировалось модернизировать с целью последующего включения в Федеральную сеть автомагистралей?,"{'text': ['99-е шоссе'], 'answer_start': [422]}",State Route 99,99-е шоссе,True,False,ro,en,en,en
5725fe63ec44d21400f3d7e0,Какие факторы влияют на желание модернизировать 90-е шоссе до стандартов федеральных автомагистралей?,"{'text': ['быстрым ростом численности населения и интенсивности движения в городах вдоль 99-го шоссе, а также желательностью федерального финансирования'], 'answer_start': [444]}","быстрым ростом населения, интенсивностью движения, желанием федерального финансирования","быстрым ростом численности населения и интенсивности движения в городах вдоль 99-го шоссе, а также желательностью федерального финансирования",True,False,ru,ru,ru,ru
5726385e271a42140099d797,Что включает в себя каждый пакет в режиме без установления соединения?,"{'text': ['полную адресную информацию'], 'answer_start': [59]}",Полная адресная информация,полную адресную информацию,True,False,ru,ru,ru,ru
5726385e271a42140099d798,Как происходит маршрутизация пакетов?,"{'text': ['по отдельности'], 'answer_start': [111]}",Как происходит маршрутизация пакетов?,по отдельности,True,False,ru,ru,ru,ru
