id,question_de,original_answer,model_answer,extracted_original_answer,has_letters,is_substring,langdetect_code,hf_lang_code,spacy_lang_code,majority_code
570d47b8b3d812140066d62d,Was ist die Spurweite der Eisenbahnstrecken in Victoria?,"{'text': ['Breitspur mit 1.600 mm (5 Fuß 3 Zoll)'], 'answer_start': [224]}","1,600 mm",Breitspur mit 1.600 mm (5 Fuß 3 Zoll),True,False,sw,ur,sw,sw
570d47b8b3d812140066d62e,Auf welches Maß wurden einige Linien im Westen von Victoria umgestellt?,"{'text': ['Normalspur von 1.435 mm (4 Fuß 8 1⁄2  Zoll)'], 'answer_start': [384]}",Fernrouten,Normalspur von 1.435 mm (4 Fuß 8 1⁄2  Zoll),True,False,en,de,de,de
570d47b8b3d812140066d62f,Welche Spurweite haben zwei Touristenstrecken?,"{'text': ['760 mm (2 Fuß 6 Zoll) breiten Schmalspurschienen'], 'answer_start': [484]}",Die Spurweite der beiden Touristenstrecken ist 760 mm.,760 mm (2 Fuß 6 Zoll) breiten Schmalspurschienen,True,False,de,de,de,de
570d47b8b3d812140066d630,Wo wurden die Schmalspurbahnen in Victoria gebaut?,"{'text': ['Berggebieten'], 'answer_start': [589]}",eine fünf baujährigen bahn,Berggebieten,True,False,de,de,de,de
570d47b8b3d812140066d631,Wie viele Schmalspurbahnen befanden sich früher in Staatsbesitz?,"{'text': ['fünf'], 'answer_start': [552]}",Fünf,fünf,True,True,,,,de
570d4a6bfed7b91900d45e13,Wann wurde die Kolonie New South Wales gegründet?,"{'text': ['1788'], 'answer_start': [54]}",1788,1788,False,True,,,,de
570d4a6bfed7b91900d45e14,Wie hieß die östliche Hälfte der Kolonie von 1788?,"{'text': ['New South Wales'], 'answer_start': [114]}",New South Wales,New South Wales,True,True,,,,de
570d4a6bfed7b91900d45e15,Welchen Namen erhielt die westliche Hälfte der Kolonie?,"{'text': ['New Holland'], 'answer_start': [170]}",New Holland,New Holland,True,True,,,,de
570d4a6bfed7b91900d45e16,"Wo war der Sitz der Kolonialregierung, die die neue Kolonie verwaltete?","{'text': ['Sydney'], 'answer_start': [250]}",Sydney,Sydney,True,True,,,,de
57107d73b654c5140001f91d,Welche Proklamation beseitigte den Protestantismus in Frankreich?,"{'text': ['Edikt von Fontainebleau'], 'answer_start': [338]}",Edikt von Fontainebleau,Edikt von Fontainebleau,True,True,,,,de
57107d73b654c5140001f91e,Wann wurde dieses Edikt erlassen?,"{'text': ['1685'], 'answer_start': [363]}",Edikt von Fontainebleau,1685,True,False,et,de,et,et
57107d73b654c5140001f91f,Welcher französische König gab diese Erklärung ab?,"{'text': ['Ludwig XIV.'], 'answer_start': [259]}",Ludwig XIV,Ludwig XIV.,True,True,,,,de
57107d73b654c5140001f920,Wie viele Hugenotten flohen aus Frankreich bis zum 18. Jahrhundert?,"{'text': ['500.000'], 'answer_start': [627]}",500.000,500.000,False,True,,,,de
5710eca0a58dae1900cd6b3a,In welcher englischen Kolonie wurde den hugenottischen Siedlern Land versprochen?,"{'text': ['Virginia'], 'answer_start': [80]}",Lower Norfolk County,Virginia,True,False,en,en,en,en
5710eca0a58dae1900cd6b3b,In welcher Gegend dieser britischen Kolonie lagen die hugenottischen Ländereien?,"{'text': ['Lower Norfolk County'], 'answer_start': [137]}",in Lower Norfolk County,Lower Norfolk County,True,True,,,,de
5710eca0a58dae1900cd6b3c,Welche Stadt wurde den Hugenotten bei ihrer Ankunft tatsächlich überlassen?,"{'text': ['Manakin Town'], 'answer_start': [306]}",Manakin Town,Manakin Town,True,True,,,,de
5710eca0a58dae1900cd6b3d,Wie viele Siedler ließen sich ursprünglich in Manakintown nieder?,"{'text': ['390'], 'answer_start': [616]}",148,390,False,False,,,,de
5710eca0a58dae1900cd6b3e,Wann wurden diese Siedler als englische Kolonisten eingebürgert?,"{'text': ['12. Mai 1705'], 'answer_start': [448]}","Am 12. Mai 1705
Die Generalversammlung von Virginia",12. Mai 1705,True,True,,,,de
57111380a58dae1900cd6bd6,"Wer war ein französischer, reformwilliger Katholik des 15. Jahrhunderts?","{'text': ['Jacques Lefevre (Jakob Faber)'], 'answer_start': [113]}",Jacques Lefevre,Jacques Lefevre (Jakob Faber),True,False,fr,fr,fr,fr
57111380a58dae1900cd6bd7,Wo lehrte dieser reformwillige Anführer?,"{'text': ['Universität von Paris'], 'answer_start': [444]}","sys
Jacques Lefevre",Universität von Paris,True,False,fr,fr,fr,fr
57111380a58dae1900cd6bd8,Wann veröffentlichte dieser Anführer eine französischsprachige Bibel?,"{'text': ['1530'], 'answer_start': [588]}",William Farel,1530,True,False,en,ur,en,en
57111380a58dae1900cd6bd9,Welcher Anführer der Schweizer Reformation studierte bei Lefevre?,"{'text': ['William Farel'], 'answer_start': [594]}",William Farel,William Farel,True,True,,,,de
57111380a58dae1900cd6bda,Welcher andere europäische protestantische Anführer erhielt seine Ausbildung an der Universität von Paris?,"{'text': ['Jean Cauvin'], 'answer_start': [738]}",William Farel,Jean Cauvin,True,False,en,ur,en,en
57111713a58dae1900cd6c00,Wie entwickelten die Hugenotten ihre religiösen Ansichten in der Neuen Welt?,"{'text': ['schlossen sich letztendlich anderen protestantischen Konfessionen'], 'answer_start': [74]}",die Religionen der Hugenotten in der neuen Welt stabilisierten.,schlossen sich letztendlich anderen protestantischen Konfessionen,True,False,de,de,de,de
57111713a58dae1900cd6c01,Wie wurden die hugenottischen Siedler in die nordamerikanische Allgemeingesellschaft assimiliert?,"{'text': ['heirateten oft außerhalb ihrer unmittelbaren französischen Gemeinden'], 'answer_start': [216]}",Hugenotten-Siedler adaptierten sich schnell an neue Umstände und heirateten häufig außerhalb ihrer französischen Gemeinden.,heirateten oft außerhalb ihrer unmittelbaren französischen Gemeinden,True,False,de,de,de,de
57111713a58dae1900cd6c02,"Wer war ein bekannter, von Hugenotten abstammender Waffenfabrikant?","{'text': ['E. I. du Pont'], 'answer_start': [673]}",E.I. du Pont,E. I. du Pont,True,True,,,,de
57111713a58dae1900cd6c03,Wie lange nutzten die Hugenotten weiterhin französische Namen?,"{'text': ['bis weit ins 19. Jahrhundert hinein'], 'answer_start': [421]}",bis weit ins 19. Jahrhundert hinein,bis weit ins 19. Jahrhundert hinein,True,True,,,,de
57111713a58dae1900cd6c04,Was war der Name von du Ponts Schießpulverunternehmen?,"{'text': ['Eleutherian-Pulvermühlen'], 'answer_start': [754]}",Eleutherian-Pulvermühlen,Eleutherian-Pulvermühlen,True,True,,,,de
57111b95a58dae1900cd6c50,Welcher deutsche Herrscher hieß die hugenottische Einwanderung willkommen?,"{'text': ['Friedrich Wilhelm'], 'answer_start': [0]}",Friedrich Wilhelm,Friedrich Wilhelm,True,True,,,,de
57111b95a58dae1900cd6c51,Welcher deutsche Dichter stammt von Hugenotten ab?,"{'text': ['Theodor Fontane'], 'answer_start': [317]}",Theodor Fontane,Theodor Fontane,True,True,,,,de
57111b95a58dae1900cd6c52,Welcher deutsche General und Kampfpilot hatte eine hugenottische Abstammung?,"{'text': ['Adolf Galland'], 'answer_start': [459]}",Adolf Galland,Adolf Galland,True,True,,,,de
57111b95a58dae1900cd6c53,Wer war der letzte Premierminister von Ostdeutschland?,"{'text': ['Lothar de Maizière'], 'answer_start': [664]}",Lothar de Maizière,Lothar de Maizière,True,True,,,,de
57111b95a58dae1900cd6c54,Thomas de Maizière hat welche Position im deutschen Regierungskabinett inne?,"{'text': ['Bundesminister des Innern'], 'answer_start': [751]}",Bundesminister des Innern,Bundesminister des Innern,True,True,,,,de
571144d1a58dae1900cd6d6e,Was ist die gewöhnliche Wärmequelle zum Aufkochen von Wasser in der Dampfmaschine?,"{'text': ['der Verfeuerung brennbarer Materialien'], 'answer_start': [140]}",Brennkammer,der Verfeuerung brennbarer Materialien,True,False,no,de,no,no
571144d1a58dae1900cd6d6f,"Abgesehen von Feuerkammer, welchen anderen Namen gibt für den Raum, in dem brennbares Material im Motor verfeuert wird?","{'text': ['Brennkammer'], 'answer_start': [248]}",Brennkammer,Brennkammer,True,True,,,,de
571144d1a58dae1900cd6d70,Welche Art von Energiequelle kann neben der Wärme aus nuklearer und geothermaler Energie sowie der Abwärme von Verbrennungsmotoren die Hitze für eine Dampfmaschine liefern?,"{'text': ['Solarenergie'], 'answer_start': [352]}",Nukleare Energie,Solarenergie,True,False,af,it,af,af
571144d1a58dae1900cd6d71,Welche Art von Heizelement wird häufig in Spielzeugdampfmaschinen verwendet?,"{'text': ['elektrisches'], 'answer_start': [509]}",Elektroheizung,elektrisches,True,False,de,de,de,de
57114667a58dae1900cd6d80,Welches Messgerät wird zur Analyse der Leistung einer Dampfmaschine eingesetzt?,"{'text': ['Dampfmaschinen-Indikator'], 'answer_start': [78]}","Das Messgerät, das zur Analyse der Leistung einer Dampfmaschine eingesetzt wird, ist der Dampfmaschinen-Indikator.",Dampfmaschinen-Indikator,True,True,,,,de
57114667a58dae1900cd6d81,In welchem Jahr wurde der Dampfmaschinen-Indikator nachweislich erstmalig verwendet?,"{'text': ['1851'], 'answer_start': [129]}",1862,1851,False,False,,,,de
57114667a58dae1900cd6d82,Welches Unternehmen entwickelte den erfolgreichsten Dampfmaschinen-Indikator?,"{'text': ['Charles Porter'], 'answer_start': [239]}",Charles Richard,Charles Porter,True,False,en,en,en,en
57114667a58dae1900cd6d83,Wer entwickelte einen erfolgreichen Dampfmaschinen-Indikator für Charles Porter?,"{'text': ['Charles Richard'], 'answer_start': [259]}",Charles Richard,Charles Richard,True,True,,,,de
57114667a58dae1900cd6d84,Wo wurde der Dampfmaschinen-Indikator von Charles Porter präsentiert?,"{'text': ['London Exhibition'], 'answer_start': [303]}",London Exhibition,London Exhibition,True,True,,,,de
57114e8d50c2381900b54a5b,Was begrenzt die Effizienz des Clausius-Rankine-Kreisprozesses?,"{'text': ['Arbeitsmedium'], 'answer_start': [80]}",Das Arbeitsmolekül begrenzt die Effizienz des Clausius-Rankine-Kreisprozesses.,Arbeitsmedium,True,False,de,de,de,de
57114e8d50c2381900b54a5c,"Was ist die Turbinen-Eingangstemperatur einer Dampfturbine, in Grad Celsius?","{'text': ['565 °C'], 'answer_start': [332]}",565°C,565 °C,True,True,,,,de
57114e8d50c2381900b54a5d,Wovon ist 565 °C die Dehngrenze?,"{'text': ['rostfreiem Stahl'], 'answer_start': [359]}",Dehngrenze von rostfreiem Stahl,rostfreiem Stahl,True,True,,,,de
57114e8d50c2381900b54a5f,Was ist der theoretische Carnot-Wirkungsgrad einer Turbine?,"{'text': ['63 %'], 'answer_start': [488]}",63%,63 %,False,True,,,,de
57114e8d50c2381900b54a5e,Was ist die ungefähre Verflüssigungstemperatur einer Turbine?,"{'text': ['30 °C'], 'answer_start': [419]}",30 °C,30 °C,True,True,,,,de
57115bf350c2381900b54a93,Welches moderne Unternehmen hat insbesondere an einer Dampfmaschine mit modernen Materialien gearbeitet?,"{'text': ['Energiprojekt AB'], 'answer_start': [205]}",Energiprojekt AB,Energiprojekt AB,True,True,,,,de
57115bf350c2381900b54a94,Wo ist Energiprojekt AB ansässig?,"{'text': ['Schweden'], 'answer_start': [225]}",Schweden,Schweden,True,True,,,,de
57115bf350c2381900b54a95,Wie viele Zylinder hat der Motor von Energiprojekt AB?,"{'text': ['5'], 'answer_start': [444]}",5-Zylinder,5,True,True,,,,de
57115bf350c2381900b54a96,Wie viele Kilogramm Dampf pro Kilowattstunde verbraucht der Motor von Energiprojekt AB?,"{'text': ['8.8'], 'answer_start': [518]}",8.8 lb,8.8,True,True,,,,de
57115bf350c2381900b54a97,Welche Prozentzahl des Wirkungsgrades von Hochdruckmotoren hat die Maschine von Energiprojekt AB erreicht?,"{'text': ['27-30 %'], 'answer_start': [388]}",27-30%,27-30 %,False,True,,,,de
57115ff82419e314009555c3,Was ist eine andere Bezeichnung für Rotoren?,"{'text': ['rotierende Scheiben'], 'answer_start': [59]}",Stator,rotierende Scheiben,True,False,it,it,it,it
57115ff82419e314009555c4,Worauf werden Rotoren in einer Dampfmaschine montiert?,"{'text': ['Antriebswelle'], 'answer_start': [95]}",Rotoren werden in einer Dampfmaschine auf einer Antriebswelle montiert.,Antriebswelle,True,True,,,,de
57115ff82419e314009555c5,Wie werden Statoren auch bezeichnet?,"{'text': ['feststehende Scheiben'], 'answer_start': [175]}",Feststehende Scheibe,feststehende Scheiben,True,False,de,de,de,de
57115ff82419e314009555c6,Woran werden Statoren befestigt?,"{'text': ['Turbinengehäuse'], 'answer_start': [206]}",Stators werden auf dem Turbinengehäuse befestigt.,Turbinengehäuse,True,True,,,,de
57115ff82419e314009555c7,Was ist die übliche Turbinengeschwindigkeit in den USA bei 60-Hertz-Strom?,"{'text': ['3600 Umdrehungen pro Minute'], 'answer_start': [1364]}",3600 rpm,3600 Umdrehungen pro Minute,True,False,lv,hi,lv,lv
571c8539dd7acb1400e4c0e2,Wann entdeckte Carl Wilhelm Scheele Sauerstoff?,"{'text': ['1773'], 'answer_start': [61]}",Carl Wilhelm Scheele 1773,1773,True,True,,,,de
571c8539dd7acb1400e4c0e3,In welchem Jahr stellte Joseph Priestley Sauerstoff fest?,"{'text': ['1774'], 'answer_start': [141]}",1774,1774,False,True,,,,de
571c8539dd7acb1400e4c0e4,"Weshalb konnte Priestley von sich behaupten, der Erste gewesen zu sein, der Sauerstoff entdeckt hatte?","{'text': ['seine Arbeit zuerst veröffentlicht wurde'], 'answer_start': [208]}",Joseph Priestley,seine Arbeit zuerst veröffentlicht wurde,True,False,en,en,en,en
571c8539dd7acb1400e4c0e5,Welcher Forscher benutzte zum ersten Mal das Wort Oxygenium?,"{'text': ['Antoine Lavoisier'], 'answer_start': [308]}",Joseph Priestley,Antoine Lavoisier,True,False,en,en,en,en
571c8539dd7acb1400e4c0e6,Welche vorhergehenden Arbeiten wurden durch Lavoisier diskreditiert?,"{'text': ['Phlogiston-Theorie über Verbrennung und Korrosion'], 'answer_start': [413]}",Joseph Priestley,Phlogiston-Theorie über Verbrennung und Korrosion,True,False,en,en,en,en
571c9348dd7acb1400e4c114,"Welcher Chemiker schaffte es, genügend flüssigen Sauerstoff für dessen Erforschung herzustellen?","{'text': ['James Dewar'], 'answer_start': [45]}",James Dewar,James Dewar,True,True,,,,de
571c9348dd7acb1400e4c115,In welchem Jahr experimentierte Dewar mit flüssigem Sauerstoff?,"{'text': ['1891'], 'answer_start': [8]}",1891,1891,False,True,,,,de
571c9348dd7acb1400e4c116,Wann wurde flüssiger Sauerstoff für die kommerzielle Nutzung entwickelt?,"{'text': ['1895'], 'answer_start': [242]}",1895,1895,False,True,,,,de
571c9348dd7acb1400e4c118,Welches Schweißverfahren wurde 1901 demonstriert?,"{'text': ['1901'], 'answer_start': [538]}",Autogenschweißen,1901,True,False,de,de,de,de
571cb27fdd7acb1400e4c132,"Welche Gruppe von Wissenschaftlern bemüht sich darum, den Sauerstoffgehalt von Meereslebewesen zu bestimmen?","{'text': ['Paläoklimatologen'], 'answer_start': [0]}",Paleoklimatologen,Paläoklimatologen,True,False,lt,nl,lt,lt
571cb27fdd7acb1400e4c133,Über welche Eigenschaft des Wetters wollen Paläoklimatologen Daten gewinnen?,"{'text': ['Klima'], 'answer_start': [147]}","Welche Wetter-Eigenschaft möchten Paläoklimatologen Daten?
Die Antwort auf diese Frage lautet ""die Ausrichtung des Klimas"".",Klima,True,True,,,,de
571cb27fdd7acb1400e4c134,Wie viel schwerer ist Sauerstoff-18 als Sauerstoff-16?,"{'text': ['12 %'], 'answer_start': [361]}",12%,12 %,False,True,,,,de
571cb27fdd7acb1400e4c135,Welche Form von Sauerstoff nehmen Meereslebewesen bei kühleren klimatischen Bedingungen in größeren Mengen auf?,"{'text': ['Sauerstoff-18'], 'answer_start': [656]}",Meerschwereisotope,Sauerstoff-18,True,False,de,nl,de,de
571cb27fdd7acb1400e4c136,Bei welcher Art von Klima findet sich im Meerwasser mehr Sauerstoff-18?,"{'text': ['niedrigeren globalen Temperaturen'], 'answer_start': [482]}",Meerwasser in Perioden mit niedriger globaler Temperatur.,niedrigeren globalen Temperaturen,True,False,de,de,de,de
571cbe35dd7acb1400e4c13c,Bei welcher Wellenlänge erreichen die spektrophotometrische Bande ihrer Höhepunkte?,"{'text': ['687 und 760 nm'], 'answer_start': [94]}",687 nm,687 und 760 nm,True,False,tr,hi,tr,tr
571cbe35dd7acb1400e4c13d,Zur Überwachung welchen Ereignisses würde die Messung der Strahlung von Vegetation Daten liefern?,"{'text': ['Kohlenstoffkreislaufs'], 'answer_start': [695]}",Die Messung der Strahlung von Vegetation liefert Informationen über den Futterbedarf von Pflanzen.,Kohlenstoffkreislaufs,True,False,de,de,de,de
571cbe35dd7acb1400e4c13e,Von wo aus würden Wissenschaftler gerne die Strahlung der Vegetation messen?,"{'text': ['Satellitenplattform'], 'answer_start': [313]}",von Vegetationstümpfen,Satellitenplattform,True,False,de,de,de,de
571cbe35dd7acb1400e4c13f,Auf welcher Ebene würden Wissenschaftler Messungen der Vegetation zeigen?,"{'text': ['globaler'], 'answer_start': [738]}",Satellitengesellschaft,globaler,True,False,de,de,de,de
571cbe35dd7acb1400e4c140,Welche Art von Erkundung nutzen Wissenschaftler gerne zur Messung globaler Strahlung?,"{'text': ['Fernerkundung'], 'answer_start': [144]}",Fernerkundung,Fernerkundung,True,True,,,,de
571cd3b55efbb31900334e03,Welches Gerät wird zur Behandlung verschiedener Erkrankungen wie etwa einer Kohlenmonoxidvergiftung eingesetzt?,"{'text': ['Sauerstoffkammern'], 'answer_start': [55]}",Sauerstoffkammern,Sauerstoffkammern,True,True,,,,de
571cd3b55efbb31900334e04,Was wird durch eine erhöhte Sauerstoffkonzentration in der Lunge eines Patienten verdrängt?,"{'text': ['Kohlenmonoxid'], 'answer_start': [375]}",Kohlenmonoxid,Kohlenmonoxid,True,True,,,,de
571cd3b55efbb31900334e05,"Für welchen Erreger, der Gasbrand verursacht, ist Sauerstoff giftig?","{'text': ['anaeroben Bakterien'], 'answer_start': [464]}",Kohlenmonoxid,anaeroben Bakterien,True,False,cs,pt,cs,cs
571cd3b55efbb31900334e06,"Was passiert nach einen Tauchgang, bei dem ein Taucher zu schnell dekomprimiert?","{'text': ['Dekompressionskrankheit'], 'answer_start': [599]}",Taucher hat Bubblegase entstanden.,Dekompressionskrankheit,True,False,de,de,de,de
5725bad5271a42140099d0bd,Wann starteten Syrien und Ägypten einen Überraschungsangriff auf Israel?,"{'text': ['6. Oktober 1973'], 'answer_start': [3]}",Am 6. Oktober 1973,6. Oktober 1973,True,True,,,,de
5725bad5271a42140099d0be,Wer war der zweitgrößte Öl-Produzent der Welt?,"{'text': ['Iran'], 'answer_start': [320]}",Iran,Iran,True,True,,,,de
5725bad5271a42140099d0bf,Das Wievielfache mussten andere Saaten nach dem Überraschungsangriff für Öl bezahlen?,"{'text': ['zehn'], 'answer_start': [920]}",zehn Mal,zehn,True,True,,,,de
5725bad5271a42140099d0c0,Welcher Öl-Produzent ist ein enger Verbündeter der Vereinigten Staaten?,"{'text': ['Iran'], 'answer_start': [320]}","Iran
Schah
USA
Öl-Exporteur
Rohöl
Petrochemikalien",Iran,True,True,,,,de
5725bad5271a42140099d0c1,Warum hat der Schah von Iran ein Interview gegeben?,"{'text': ['Wiederaufnahme der Feindseligkeiten im arabisch-israelischen Konflikt'], 'answer_start': [162]}",warum hat der schah von iran ein interview gegeben?,Wiederaufnahme der Feindseligkeiten im arabisch-israelischen Konflikt,True,False,de,de,de,de
5726241189a1e219009ac2de,Was hatte einen negativen Einfluss auf die US-Wirtschaft?,"{'text': ['Das Embargo'], 'answer_start': [0]}",Was hat den negativen Einfluss auf die US-Wirtschaft?,Das Embargo,True,False,de,de,de,de
5726241189a1e219009ac2df,Die Wettbewerbsstellungen welcher Branchen wurden auf internationaler Ebene betroffen?,"{'text': ['Autoindustrie'], 'answer_start': [281]}",Automobileindustrie,Autoindustrie,True,False,ro,nl,ro,ro
5726241189a1e219009ac2e0,Welches Problem umfasste sowohl inflationäre als auch deflationäre Auswirkungen?,"{'text': ['makroökonomischen'], 'answer_start': [300]}",deflationäre Auswirkungen,makroökonomischen,True,False,de,de,de,de
5726241189a1e219009ac2e1,Wegen der Ölkrise steigerten Ölfirmen ihre Ölvorräte in welchem Gebiet?,"{'text': ['Arktis'], 'answer_start': [520]}",Arktis,Arktis,True,True,,,,de
5726241189a1e219009ac2e2,"Wie lange dauert es, bis in neuen Gebieten eine nennenswerte Ölproduktion erreicht wird?","{'text': ['fünf bis zehn Jahre'], 'answer_start': [601]}",fünf,fünf bis zehn Jahre,True,False,de,ur,de,de
57264d9edd62a815002e80fe,Wer war der erste Direktor des Federal Energy Office?,"{'text': ['William E. Simon'], 'answer_start': [28]}",William E. Simon,William E. Simon,True,True,,,,de
57264d9edd62a815002e80ff,Wann wurde er von Nixon ausgewählt?,"{'text': ['1973'], 'answer_start': [8]}",1973,1973,False,True,,,,de
57264d9edd62a815002e8100,Warum wurde diese zeitlich befristete Organisation geschaffen?,"{'text': ['um die Reaktion auf das Embargo zu koordinieren'], 'answer_start': [179]}",William E. Simon,um die Reaktion auf das Embargo zu koordinieren,True,False,en,ur,sw,ur
57264d9edd62a815002e8101,Welchem Prozentsatz an Tankstellen ging der AAA zufolge das Benzin aus?,"{'text': ['20 %'], 'answer_start': [590]}",20%,20 %,False,True,,,,de
572650325951b619008f6fa9,"Was war der Impulsgeber, der ein vermehrtes Interesse an erneuerbaren Ressourcen hervorgerufen hat?","{'text': ['Energiekrise'], 'answer_start': [4]}",Der Energiekrise,Energiekrise,True,True,,,,de
572650325951b619008f6faa,"Es herrscht Kritik daran, dass die Energiepolitik aus teuren schnellen Lösungen besteht, die welche Fakten ignorieren?","{'text': ['Realitäten von Markt und Technologie'], 'answer_start': [309]}",Nutzungskonzept,Realitäten von Markt und Technologie,True,False,de,de,de,de
572650325951b619008f6fab,"Wer unterstützte eine Politik, die Lösungen bereitstellt, die gut klingen, aber schlechte Aussichten haben?","{'text': ['Kongresse und Präsidenten'], 'answer_start': [519]}",Kongress und Präsidenten,Kongresse und Präsidenten,True,False,de,de,de,de
572659535951b619008f703f,"Wann eröffneten Honda, Toyota und Nissan Montagewerke in den USA?","{'text': ['1981'], 'answer_start': [621]}",1981,1981,False,True,,,,de
572659535951b619008f7040,"Nennen Sie ein größeres Auto, das Toyota herausbrachte, als Käufer die geringe Größe der Kleinwagen beklagten?","{'text': ['Toyota Corona Mark II'], 'answer_start': [179]}",Toyota Corona Mark II,Toyota Corona Mark II,True,True,,,,de
572659535951b619008f7041,"Nennen Sie ein Ausstattungsmerkmal, das zur Produktion der Kleinwagen hinzugefügt wurde.","{'text': ['Klimaanlage'], 'answer_start': [332]}",Klimaanlage,Klimaanlage,True,True,,,,de
572659535951b619008f7042,Nennen Sie ein Luxussegment von Toyota.,"{'text': ['Lexus'], 'answer_start': [690]}",Lexus,Lexus,True,True,,,,de
5725c604271a42140099d185,Wer führte die von Seaman eingerichtete Kommission?,"{'text': ['Nicholas E. Golovin'], 'answer_start': [64]}",Nicholas E. Golovin,Nicholas E. Golovin,True,True,,,,de
5725c604271a42140099d186,Wann wurde diese Kommission von Seaman eingerichtet?,"{'text': ['Juli 1961'], 'answer_start': [131]}",Juli 1961,Juli 1961,True,True,,,,de
5725c604271a42140099d187,Welche NASA-Gruppierung lenkte zuerst ein und unterstützte LOR?,"{'text': ['Manned Spacecraft Center'], 'answer_start': [656]}",Die Manned Spacecraft Center (Zentrum für bemannte Raumfahrt),Manned Spacecraft Center,True,True,,,,de
5725c604271a42140099d188,Wer wurde als stellvertretender Direktor des Office of Manned Space Flight eingestellt?,"{'text': ['Joseph Shea'], 'answer_start': [872]}",Joseph Shea,Joseph Shea,True,True,,,,de
5725c604271a42140099d189,Welcher NASA-Standort lenkte als letzter ein und unterstützte LOR?,"{'text': ['Marshall Space Flight Center'], 'answer_start': [937]}",Marshall Space Flight Center,Marshall Space Flight Center,True,True,,,,de
5725d79e89a1e219009abf90,Wie viele Menschen nahmen am Testflug von AS-206 teil?,"{'text': ['unbemannten'], 'answer_start': [9]}",4,unbemannten,False,False,,,,de
5725d79e89a1e219009abf91,Was trugen die Astronauten auf der Doppelmission AS-278?,"{'text': ['neuen Apollo-Raumanzug'], 'answer_start': [451]}",Astronauten trugen einen neuen Apollo-Raumanzug.,neuen Apollo-Raumanzug,True,True,,,,de
5725d79e89a1e219009abf92,Was befand sich vor dem „Fischglas“-artigen Helm ursprünglich auf den Raumanzügen?,"{'text': ['Visierhelm'], 'answer_start': [574]}","Was befand sich vor dem „Fischglas“-artigen Helm auf den Raumanzügen?
Das untere Hemd mit Wassercooling.",Visierhelm,True,False,de,de,de,de
5725d79e89a1e219009abf93,"Welche Art Unterwäsche, wenn überhaupt vorhanden, wurde in den Apollo-Raumanzug integriert?","{'text': ['Unterwäsche mit Wasserkühlung'], 'answer_start': [747]}",water-cooled undergarment,Unterwäsche mit Wasserkühlung,True,False,en,en,en,en
5725d79e89a1e219009abf94,Wofür stand die Abkürzung LMP bezüglich der Funktionen des Block II?,"{'text': ['Lunar Module Pilot'], 'answer_start': [374]}",Lunar Module Pilot,Lunar Module Pilot,True,True,,,,de
5725db4aec44d21400f3d6bd,Wo am Kennedy Space Center führte die Besatzung von Apollo 1 Tests durch?,"{'text': ['Höhenkammer'], 'answer_start': [222]}",Kennedy Space Center,Höhenkammer,True,False,en,en,en,en
5725db4aec44d21400f3d6be,"Aus wem bestand die Hauptbesatzung von Apollo 1, die sich selbst einen Namen gab?","{'text': ['Grissom, White und Chaffee'], 'answer_start': [0]}","Grissom, White, und Chaffee","Grissom, White und Chaffee",True,True,,,,de
5725db4aec44d21400f3d6bf,Was sollte mit einem Bodentest auf dem LC-34 simuliert werden?,"{'text': ['Start-Countdown'], 'answer_start': [318]}",Start-Countdown auf LC-34,Start-Countdown,True,True,,,,de
5725db4aec44d21400f3d6c0,An welchem anderer Standort führte Apollo 1 abgesehen vom Kennedy Space Center Tests durch?,"{'text': ['North American'], 'answer_start': [196]}",North American,North American,True,True,,,,de
5725dc1638643c19005ace01,"Was war das erste Problem, das die Astronauten während des Bodentests ohne Außenstromversorgung beschäftigte?","{'text': ['merkwürdigen Geruch in ihren Raumanzügen'], 'answer_start': [162]}",Strange odor in spacesuits,merkwürdigen Geruch in ihren Raumanzügen,True,False,en,en,en,en
5725dc1638643c19005ace02,Wann fand der erste Bodentest ohne Außenstromversorgung statt?,"{'text': ['27. Januar 1967'], 'answer_start': [61]}",27. Januar 1967,27. Januar 1967,True,True,,,,de
5725dc1638643c19005ace03,Was passierte beim Bodentest ohne Außenstromversorgung während der Verzögerung durch den Geruch der Raumanzüge?,"{'text': ['elektrisches Feuer'], 'answer_start': [417]}","Der Raum war überflüssig.
Das Schiff wurde abgewiesen.
Die Crew verlor ihr Leben.
Die Leute auf der Startrampe wurden gefährdet.
Die Testergebnisse blieben unverändert.
Die Flammen verbreiteten sich rasend schnell.
Die Kabinen explodierten.
Die Luft wurde zu dick.
Die Atmung war schwierig.
Die Atmosphäre war extrem feucht.
Die Bedrohung für",elektrisches Feuer,True,False,de,de,de,de
5725dc1638643c19005ace04,Was passierte mit der Besatzung an Bord während des Bodentests ohne Außenstromversorgung?,"{'text': ['erstickten'], 'answer_start': [716]}",die Astronauten wurden als窒息er gefangen,erstickten,True,False,de,de,de,de
5725dc1638643c19005ace05,Welche Art von Atmosphäre unterstützte die Ausbreitung des Feuers in der Kabine?,"{'text': ['100 % Sauerstoff'], 'answer_start': [495]}",Sauerstoff-atmosphäre,100 % Sauerstoff,True,False,sv,de,sv,sv
5725f39638643c19005acef7,"Wer stellte die originalen, noch vorhandenen Landedaten von Apollo 11 zusammen?","{'text': ['Nafzger'], 'answer_start': [95]}",Nafzger,Nafzger,True,True,,,,de
