id,question_en,original_answer,model_answer,extracted_original_answer,has_letters,is_substring,langdetect_code,hf_lang_code,spacy_lang_code,majority_code
570d2f5bfed7b91900d45cd1,What group can amend the Victorian constitution?,"{'text': ['Parliament of Victoria'], 'answer_start': [337]}",Parliament of Victoria,Parliament of Victoria,True,True,,,,en
570d2f5bfed7b91900d45cd2,What are the exceptions in the constitution  that require special considerations to amend?,"{'text': ['""entrenched"" provisions'], 'answer_start': [380]}","absolute majority, three-fifths majority, referendum","""entrenched"" provisions",True,False,en,en,en,en
570d2f5bfed7b91900d45cd3,What document formed the Parliament of Victoria?,"{'text': ['Victoria Constitution Act 1855'], 'answer_start': [145]}",Victoria Constitution Act 1855,Victoria Constitution Act 1855,True,True,,,,en
570d3468b3d812140066d543,What type of manufacturing plant is Victoria soon losing?,"{'text': ['major car brands'], 'answer_start': [77]}",Automobile factories,major car brands,True,False,ro,nl,ro,ro
570d3468b3d812140066d544,When has Toyota said it will close its Victoria plant?,"{'text': ['2017'], 'answer_start': [341]}",February 2014,2017,True,False,en,en,en,en
570d3468b3d812140066d545,When did Holden announce that it will close its Victoria plant?,"{'text': ['May 2013'], 'answer_start': [381]}",In May 2013.,May 2013,True,True,,,,en
570d3468b3d812140066d546,When will Ford's manufacturing plants close?,"{'text': ['October 2016'], 'answer_start': [515]}",In October 2016,October 2016,True,True,,,,en
570d3468b3d812140066d547,What brand of car is manufactured in Broadmeadows?,"{'text': ['Ford'], 'answer_start': [449]}",Holden,Ford,True,False,da,nl,da,da
570d47b8b3d812140066d62d,What is the gauge of the Victorian rail lines?,"{'text': ['1,600 mm (5 ft 3 in) broad gauge'], 'answer_start': [178]}","1,600 mm (5 ft 3 in)","1,600 mm (5 ft 3 in) broad gauge",True,False,de,it,de,de
570d47b8b3d812140066d62e,To what gauge have some lines been changed in the west of Victoria?,"{'text': ['1,435 mm (4 ft 8 1⁄2 in) standard gauge'], 'answer_start': [334]}","1,435 mm","1,435 mm (4 ft 8 1⁄2 in) standard gauge",True,False,sw,ur,sw,sw
570d47b8b3d812140066d62f,What gauge of rail lines do two tourist lines use?,"{'text': ['760 mm (2 ft 6 in) narrow gauge lines'], 'answer_start': [409]}",760 mm (2 ft 6 in),760 mm (2 ft 6 in) narrow gauge lines,True,False,de,it,de,de
570d47b8b3d812140066d630,Where were the narrow gauge rail lines built in Victoria?,"{'text': ['mountainous areas'], 'answer_start': [531]}",five former government-owned lines,mountainous areas,True,False,en,en,en,en
570d47b8b3d812140066d631,How many narrow gauge rail lines were previously government owned?,"{'text': ['five'], 'answer_start': [474]}",five,five,True,True,,,,en
570d4a6bfed7b91900d45e13,When was the colony of New South Wales founded?,"{'text': ['1788'], 'answer_start': [55]}",1788,1788,False,True,,,,en
570d4a6bfed7b91900d45e14,What was the name of the eastern half of the colony of 1788?,"{'text': ['New South Wales'], 'answer_start': [110]}",New South Wales,New South Wales,True,True,,,,en
570d4a6bfed7b91900d45e15,What name was given to the western half of the colony?,"{'text': ['New Holland'], 'answer_start': [151]}",New Holland,New Holland,True,True,,,,en
570d4a6bfed7b91900d45e16,Where was the location of the colonial government that administered the new colony?,"{'text': ['Sydney'], 'answer_start': [219]}",Sydney,Sydney,True,True,,,,en
57107d73b654c5140001f91d,What proclamation abolished protestantism in France?,"{'text': ['Edict of Fontainebleau'], 'answer_start': [300]}",Edict of Fontainebleau,Edict of Fontainebleau,True,True,,,,en
57107d73b654c5140001f91e,When was this edict declared?,"{'text': ['1685'], 'answer_start': [324]}",Edict of Fontainebleau,1685,True,False,en,en,en,en
57107d73b654c5140001f91f,Which French kind issued this declaration?,"{'text': ['Louis XIV'], 'answer_start': [221]}",Edict of Fontainebleau,Louis XIV,True,False,en,en,en,en
57107d73b654c5140001f920,How many Huguenots fled France by the 1700s?,"{'text': ['500,000'], 'answer_start': [508]}","500,000","500,000",False,True,,,,en
5710eca0a58dae1900cd6b3a,In what English colony were Huguenot settlers promised land?,"{'text': ['Virginia'], 'answer_start': [80]}",Virginia,Virginia,True,True,,,,en
5710eca0a58dae1900cd6b3b,In what area of this British colony were Huguenot land grants?,"{'text': ['Lower Norfolk County'], 'answer_start': [147]}",Lower Norfolk County,Lower Norfolk County,True,True,,,,en
5710eca0a58dae1900cd6b3c,What town was actually granted to the Huguenots on arrival?,"{'text': ['Manakin Town'], 'answer_start': [322]}",Manakin Town,Manakin Town,True,True,,,,en
5710eca0a58dae1900cd6b3d,How many settlers original settled in Manakintown?,"{'text': ['390'], 'answer_start': [556]}",390,390,False,True,,,,en
5710eca0a58dae1900cd6b3e,When were these settlers naturalized as English colonists?,"{'text': ['12 May 1705'], 'answer_start': [420]}",12 May 1705,12 May 1705,True,True,,,,en
57111380a58dae1900cd6bd6,Who was one French pro-reform Roman Catholic of the 15th century?,"{'text': ['Jacques Lefevre'], 'answer_start': [104]}",Jacques Lefevre,Jacques Lefevre,True,True,,,,en
57111380a58dae1900cd6bd7,Where did this pro-reform leader teach?,"{'text': ['University of Paris'], 'answer_start': [375]}",Jacques Lefevre,University of Paris,True,False,fr,fr,fr,fr
57111380a58dae1900cd6bd8,When did this leader publish a French language Bible?,"{'text': ['1530'], 'answer_start': [513]}",William Farel,1530,True,False,en,ur,en,en
57111380a58dae1900cd6bd9,What leader of the Swiss reformation was a student of Lefevre?,"{'text': ['William Farel'], 'answer_start': [519]}",William Farel,William Farel,True,True,,,,en
57111380a58dae1900cd6bda,What other European Protestant leader was educated at the University of Paris?,"{'text': ['Jean Cauvin'], 'answer_start': [663]}",William Farel,Jean Cauvin,True,False,en,ur,en,en
57111713a58dae1900cd6c00,How did Huguenots evolve their religious beliefs in the New World?,"{'text': ['affiliated with other Protestant denominations'], 'answer_start': [80]}",Adaptation and intermarriage with dominant Protestant groups,affiliated with other Protestant denominations,True,False,en,en,en,en
57111713a58dae1900cd6c01,How were Huguenot settlers assimilated into North American society at large?,"{'text': ['married outside their immediate French communities'], 'answer_start': [195]}","Huguenots adapted and intermarried within new communities, contributing to their integration into North American society.",married outside their immediate French communities,True,False,en,en,en,en
57111713a58dae1900cd6c02,Who was one prominent Huguenot-descended arms manufacturer?,"{'text': ['E.I. du Pont'], 'answer_start': [599]}",E.I. du Pont de Nemours,E.I. du Pont,True,True,,,,en
57111713a58dae1900cd6c03,For how long did Huguenots continue to use French names?,"{'text': ['well into the nineteenth century'], 'answer_start': [383]}",into the nineteenth century,well into the nineteenth century,True,False,en,en,en,en
57111713a58dae1900cd6c04,What was the name of du Pont's gunpowder operation?,"{'text': ['Eleutherian gunpowder mills'], 'answer_start': [660]}",Eleutherian-Mills,Eleutherian gunpowder mills,True,False,en,en,en,en
57111b95a58dae1900cd6c50,What German ruler invited Huguenot immigration?,"{'text': ['Frederick William'], 'answer_start': [0]}",Frederick William,Frederick William,True,True,,,,en
57111b95a58dae1900cd6c51,What German poet was descended from Huguenots?,"{'text': ['Theodor Fontane'], 'answer_start': [268]}",Theodor Fontane,Theodor Fontane,True,True,,,,en
57111b95a58dae1900cd6c52,What German general and fighter pilot was of Huguenot ancestry?,"{'text': ['Adolf Galland'], 'answer_start': [403]}",Hans-Joachim Marseille,Adolf Galland,True,False,de,de,de,de
57111b95a58dae1900cd6c53,Who was the final Prime Minister of East Germany?,"{'text': ['Lothar de Maizière'], 'answer_start': [588]}",Lothar de Maizière,Lothar de Maizière,True,True,,,,en
57111b95a58dae1900cd6c54,Thomas de Maiziere serves what role in the German cabinet?,"{'text': ['Federal Minister of the Interior'], 'answer_start': [668]}",Federal Minister of the Interior,Federal Minister of the Interior,True,True,,,,en
571144d1a58dae1900cd6d6e,What is the usual source of heat for boiling water in the steam engine?,"{'text': ['burning combustible materials'], 'answer_start': [120]}",Combustible materials,burning combustible materials,True,False,en,en,en,en
571144d1a58dae1900cd6d6f,"Aside from firebox, what is another name for the space in which combustible material is burned in the engine?","{'text': ['combustion chamber'], 'answer_start': [220]}",Combustion chamber,combustion chamber,True,True,,,,en
571144d1a58dae1900cd6d70,"Along with nuclear, geothermal and internal combustion engine waste heat, what sort of energy might supply the heat for a steam engine?","{'text': ['solar'], 'answer_start': [321]}","Nuclear, geothermal, solar, and waste heat from internal combustion engines.",solar,True,True,,,,en
571144d1a58dae1900cd6d71,What type of heating element is often used in toy steam engines?,"{'text': ['electric'], 'answer_start': [475]}",Electrical heater element,electric,True,True,,,,en
57114667a58dae1900cd6d80,What instrument is used to examine steam engine performance?,"{'text': ['steam engine indicator'], 'answer_start': [81]}",steam engine indicator,steam engine indicator,True,True,,,,en
57114667a58dae1900cd6d81,What year saw the earliest recorded use of the steam engine indicator?,"{'text': ['1851'], 'answer_start': [135]}",1851,1851,False,True,,,,en
57114667a58dae1900cd6d82,What company developed the most successful steam engine indicator?,"{'text': ['Charles Porter'], 'answer_start': [241]}",Charles Richard,Charles Porter,True,False,en,en,en,en
57114667a58dae1900cd6d83,Who developed a successful steam engine indicator for Charles Porter?,"{'text': ['Charles Richard'], 'answer_start': [259]}",Charles Richard,Charles Richard,True,True,,,,en
57114667a58dae1900cd6d84,Where was the Charles Porter steam engine indicator shown?,"{'text': ['London Exhibition'], 'answer_start': [292]}",London Exhibition,London Exhibition,True,True,,,,en
57114e8d50c2381900b54a5b,What limits the Rankine cycle's efficiency?,"{'text': ['working fluid'], 'answer_start': [60]}",Working fluid,working fluid,True,True,,,,en
57114e8d50c2381900b54a5c,"What is the turbine entry temperature of a steam turbine, in degrees Celsius?","{'text': ['565 °C'], 'answer_start': [274]}",565,565 °C,False,False,,,,en
57114e8d50c2381900b54a5d,What is  565 °C the creep limit of?,"{'text': ['stainless steel'], 'answer_start': [301]}",Nержавеющая сталь,stainless steel,True,False,ru,ru,ru,ru
57114e8d50c2381900b54a5f,What is a turbine's theoretical Carnot efficiency?,"{'text': ['63%'], 'answer_start': [415]}",63%,63%,False,True,,,,en
57114e8d50c2381900b54a5e,What is the approximate condenser temperature in a turbine?,"{'text': ['30 °C'], 'answer_start': [356]}",30 °C,30 °C,True,True,,,,en
57115bf350c2381900b54a93,What modern company has been notably working on a steam engine using modern materials?,"{'text': ['Energiprojekt AB'], 'answer_start': [219]}",Energiprojekt AB,Energiprojekt AB,True,True,,,,en
57115bf350c2381900b54a94,Where is Energiprojekt AB based?,"{'text': ['Sweden'], 'answer_start': [239]}",Sweden,Sweden,True,True,,,,en
57115bf350c2381900b54a95,How many cylinders does the Energiprojekt AB engine have?,"{'text': ['5'], 'answer_start': [439]}",5-cylinder,5,True,True,,,,en
57115bf350c2381900b54a96,How many pounds of steam per kilowatt hour does the Energiprojekt AB engine use?,"{'text': ['8.8'], 'answer_start': [521]}",8.8 lb,8.8,True,True,,,,en
57115bf350c2381900b54a97,What percentage of a high pressure engine's efficiency has the Energiprojekt AB engine achieved?,"{'text': ['27-30%'], 'answer_start': [385]}",27-30%,27-30%,False,True,,,,en
57115ff82419e314009555c3,What is another term for rotors?,"{'text': ['rotating discs'], 'answer_start': [48]}",Static discs,rotating discs,True,False,it,it,en,it
57115ff82419e314009555c4,"In a steam turbine, what are rotors mounted on?","{'text': ['drive shaft'], 'answer_start': [77]}",One or more rotors (rotating discs),drive shaft,True,False,en,en,en,en
57115ff82419e314009555c5,What is another way of referring to stators?,"{'text': ['static discs'], 'answer_start': [128]}",Static discs,static discs,True,True,,,,en
57115ff82419e314009555c6,What are stators attached to?,"{'text': ['turbine casing'], 'answer_start': [155]}",Stators are attached to the turbine casing.,turbine casing,True,True,,,,en
57115ff82419e314009555c7,"In the United States, what is a usual turbine speed with 60 Hertz of power?","{'text': ['3600 revolutions per minute'], 'answer_start': [1061]}",3600 RPM,3600 revolutions per minute,True,False,de,hi,de,de
571c8539dd7acb1400e4c0e2,When did Carl Wilhelm Scheele discover oxygen?,"{'text': ['1773'], 'answer_start': [76]}",1773 or earlier,1773,True,True,,,,en
571c8539dd7acb1400e4c0e3,In what year did Joseph Priestley recognize oxygen?,"{'text': ['1774'], 'answer_start': [131]}",1774,1774,False,True,,,,en
571c8539dd7acb1400e4c0e4,What gave Priestley the claim to being the first discovered of oxygen?,"{'text': ['his work was published first'], 'answer_start': [183]}",Publication order,his work was published first,True,False,en,en,en,en
571c8539dd7acb1400e4c0e5,What researcher first used the word oxygen ?,"{'text': ['Antoine Lavoisier'], 'answer_start': [251]}",Joseph Priestley,Antoine Lavoisier,True,False,en,en,en,en
571c8539dd7acb1400e4c0e6,What previous work did Lavoisier experiments discredit?,"{'text': ['phlogiston theory of combustion and corrosion'], 'answer_start': [337]}",Phlogiston theory,phlogiston theory of combustion and corrosion,True,False,en,en,en,en
571c9348dd7acb1400e4c114,What chemist managed to make enough liquid oxygen to use for study?,"{'text': ['James Dewar'], 'answer_start': [25]}",James Dewar,James Dewar,True,True,,,,en
571c9348dd7acb1400e4c115,In what year did Dewar experiment on liquid oxygen?,"{'text': ['1891'], 'answer_start': [3]}",1891,1891,False,True,,,,en
571c9348dd7acb1400e4c116,When was liquid oxygen developed for commercial use?,"{'text': ['1895'], 'answer_start': [185]}",1895,1895,False,True,,,,en
571c9348dd7acb1400e4c118,What welding process was demonstrated in 1901?,"{'text': ['oxyacetylene welding'], 'answer_start': [430]}",oxyacetylene welding,oxyacetylene welding,True,True,,,,en
571cb27fdd7acb1400e4c132,What group of scientists seek to measure the amounts of oxygen in marine animals?,"{'text': ['Paleoclimatologists'], 'answer_start': [0]}",Paleoclimatologists,Paleoclimatologists,True,True,,,,en
571cb27fdd7acb1400e4c133,About what weather feature do paleoclimatologists want information ?,"{'text': ['climate'], 'answer_start': [135]}",Paleoclimate conditions,climate,True,True,,,,en
571cb27fdd7acb1400e4c134,How much heavier is oxygen 18 than oxygen 16?,"{'text': ['12%'], 'answer_start': [344]}",0.12,12%,False,True,,,,en
571cb27fdd7acb1400e4c135,What form of oxygen do marine animals acquire in greater amounts during cooler climatic conditions?,"{'text': ['oxygen-18'], 'answer_start': [585]}",marine organisms,oxygen-18,True,False,et,en,et,et
571cb27fdd7acb1400e4c136,During what type of climate is oxygen 18 in seawater at higher levels?,"{'text': ['lower global temperatures'], 'answer_start': [433]}",Ice Age,lower global temperatures,True,False,en,en,en,en
571cbe35dd7acb1400e4c13c,At what wavelength do the spectrophotometric bands peak?,"{'text': ['687 and 760 nm'], 'answer_start': [83]}","687 nm, 760 nm",687 and 760 nm,True,False,tr,hi,vi,hi
571cbe35dd7acb1400e4c13d,To monitor what event would measuring radiance from vegetation provide information?,"{'text': ['carbon cycle'], 'answer_start': [635]}",plant health,carbon cycle,True,False,en,en,en,en
571cbe35dd7acb1400e4c13e,From where would scientists like measure vegetation radiance?,"{'text': ['a satellite platform'], 'answer_start': [270]}",Satellite platform,a satellite platform,True,False,no,tr,no,no
571cbe35dd7acb1400e4c13f,On what scale would scientists show measurements of vegetation?,"{'text': ['global'], 'answer_start': [669]}",Satellite platform,global,True,False,no,tr,no,no
571cbe35dd7acb1400e4c140,What style of sensing do scientist like to use to measure global radiance?,"{'text': ['remote'], 'answer_start': [104]}",Satellite remote sensing,remote,True,True,,,,en
571cd3b55efbb31900334e03,What device is used to treat various conditions such as carbon monoxide poisoning?,"{'text': ['oxygen chambers'], 'answer_start': [49]}",Special oxygen chambers,oxygen chambers,True,True,,,,en
571cd3b55efbb31900334e04,What does increased oxygen concentrations in the patient's lungs displace?,"{'text': ['carbon monoxide'], 'answer_start': [345]}",Carbon monoxide,carbon monoxide,True,True,,,,en
571cd3b55efbb31900334e05,To what pathogen that causes gas gangrene is oxygen poisonous?,"{'text': ['anaerobic bacteria'], 'answer_start': [427]}",Anaerobic bacteria,anaerobic bacteria,True,True,,,,en
571cd3b55efbb31900334e06,What occurs after a dive in which a diver decompresses too quickly?,"{'text': ['Decompression sickness'], 'answer_start': [523]}",Decompression sickness,Decompression sickness,True,True,,,,en
5725bad5271a42140099d0bd,When did Syria and Egypt launch a surprise attack on Israel?,"{'text': ['October 6, 1973'], 'answer_start': [3]}","On October 6, 1973","October 6, 1973",True,True,,,,en
5725bad5271a42140099d0be,Who was the world's second largest oil producer?,"{'text': ['Iran'], 'answer_start': [255]}",Iran,Iran,True,True,,,,en
5725bad5271a42140099d0bf,How many times more did the other nations have to pay for oil after the surprise attack?,"{'text': ['ten'], 'answer_start': [766]}",ten times more,ten,True,True,,,,en
5725bad5271a42140099d0c0,Which oil producer is a close ally of the United States?,"{'text': ['Iran'], 'answer_start': [255]}",Iran,Iran,True,True,,,,en
5725bad5271a42140099d0c1,Why did the Shah of Iran gave an interview?,"{'text': ['renewal of hostilities in the Arab–Israeli conflict'], 'answer_start': [133]}",Iranian Oil Policies,renewal of hostilities in the Arab–Israeli conflict,True,False,en,en,en,en
5726241189a1e219009ac2de,What has a negative influence over the US economy?,"{'text': ['The embargo'], 'answer_start': [0]}",Immediate demands addressing energy security threats,The embargo,True,False,en,en,en,en
5726241189a1e219009ac2df,"On an international level, which industry's competitive positions is affected?","{'text': ['automobiles'], 'answer_start': [237]}",Automobile industry,automobiles,True,False,ro,en,ro,ro
5726241189a1e219009ac2e0,Which problem consists of both  inflationary and deflationary impacts?,"{'text': ['Macroeconomic'], 'answer_start': [250]}",Macroeconomic problems,Macroeconomic,True,True,,,,en
5726241189a1e219009ac2e1,The oil crisis caused oil companies to increase oil supplies in which area?,"{'text': ['Arctic'], 'answer_start': [445]}",Arctic,Arctic,True,True,,,,en
5726241189a1e219009ac2e2,How long does it take for new areas to have significant oil production?,"{'text': ['five to ten years'], 'answer_start': [508]}",five to ten years,five to ten years,True,True,,,,en
57264d9edd62a815002e80fe,Who is the first administrator of the Federal Energy Office?,"{'text': ['William E. Simon'], 'answer_start': [21]}",William E. Simon,William E. Simon,True,True,,,,en
57264d9edd62a815002e80ff,When was he elected by Nixon?,"{'text': ['1973'], 'answer_start': [3]}",Nixon nominated Simon in 1973.,1973,True,True,,,,en
57264d9edd62a815002e8100,Why was this short termed organization created?,"{'text': ['to coordinate the response to the embargo'], 'answer_start': [129]}",Federal Energy Office,to coordinate the response to the embargo,True,False,en,ur,en,en
57264d9edd62a815002e8101,"According to the AAA, what is the percentage of the gas stations that ran out of gasoline?","{'text': ['20%'], 'answer_start': [473]}",20%,20%,False,True,,,,en
572650325951b619008f6fa9,What was the catalyst that created greater interest in renewable resources?,"{'text': ['energy crisis'], 'answer_start': [4]}",The energy crisis,energy crisis,True,True,,,,en
572650325951b619008f6faa,There is criticism that the energy policies are expensive quick fixes that ignore which facts?,"{'text': ['market and technology realities'], 'answer_start': [290]}",market and technology,market and technology realities,True,False,en,en,en,en
572650325951b619008f6fab,Who backed policies that have solutions that sound good but have poor prospects?,"{'text': ['congresses and presidents'], 'answer_start': [452]}",congresses and presidents,congresses and presidents,True,True,,,,en
572659535951b619008f703f,"When did Honda, Toyota and Nissan open US assembly plants?","{'text': ['1981'], 'answer_start': [491]}",1981,1981,False,True,,,,en
572659535951b619008f7040,Name a larger car that Toyota came up with as buyers lamented the small sized compacts?,"{'text': ['Toyota Corona Mark II'], 'answer_start': [153]}",Toyota Corona Mark II,Toyota Corona Mark II,True,True,,,,en
572659535951b619008f7041,Name an extra that was added to the production of the compacts.,"{'text': ['air conditioning'], 'answer_start': [277]}","Air conditioning, power steering, AM-FM radio, electric windows, central locking.",air conditioning,True,True,,,,en
572659535951b619008f7042,Name a luxury division of Toyota.,"{'text': ['Lexus'], 'answer_start': [598]}",Lexus,Lexus,True,True,,,,en
5725c604271a42140099d185,Who led the committee established by Seaman?,"{'text': ['Nicholas E. Golovin'], 'answer_start': [89]}",Nicholas E. Golovin,Nicholas E. Golovin,True,True,,,,en
5725c604271a42140099d186,When was this committee by Seaman established?,"{'text': ['July 1961'], 'answer_start': [112]}",July 1961,July 1961,True,True,,,,en
5725c604271a42140099d187,Which NASA faction came around first to support the LOR?,"{'text': ['Manned Spacecraft Center'], 'answer_start': [578]}",Joseph Shea,Manned Spacecraft Center,True,False,en,en,en,en
5725c604271a42140099d188,Who was hired to be the deputy director of the Office of Manned Space Flight?,"{'text': ['Joseph Shea'], 'answer_start': [720]}",Joseph Shea,Joseph Shea,True,True,,,,en
5725c604271a42140099d189,Which NASA location came around last to the idea of the LOR?,"{'text': ['Marshall Space Flight Center'], 'answer_start': [780]}",Manned Spacecraft Center,Marshall Space Flight Center,True,False,en,en,en,en
5725d79e89a1e219009abf90,How many people were on the test flight of the AS-206?,"{'text': ['unmanned'], 'answer_start': [9]}",Two,unmanned,True,False,pl,en,pl,pl
5725d79e89a1e219009abf91,What were the astronauts wearing during the dual mission AS-278?,"{'text': ['new Apollo spacesuit'], 'answer_start': [348]}",New Apollo spacesuit,new Apollo spacesuit,True,True,,,,en
5725d79e89a1e219009abf92,"What was originally on the spacesuits prior to the clear ""fishbowl"" helmet?","{'text': ['visor helmet'], 'answer_start': [447]}",astronauts,visor helmet,True,False,lv,en,lv,lv
5725d79e89a1e219009abf93,"What type of undergarment, if any, was included into the Apollo spacesuit?","{'text': ['water-cooled undergarment.'], 'answer_start': [573]}",Water-cooled undergarment,water-cooled undergarment.,True,True,,,,en
5725d79e89a1e219009abf94,What did the LMP acronym stand for regarding the Block II launch positions?,"{'text': ['Lunar Module Pilot'], 'answer_start': [285]}",Lunar Module Pilot,Lunar Module Pilot,True,True,,,,en
5725db4aec44d21400f3d6bd,Where did Apollo 1's crew conduct tests at Kennedy Space Center?,"{'text': ['altitude chamber'], 'answer_start': [201]}",North American,altitude chamber,True,False,en,en,en,en
5725db4aec44d21400f3d6be,"Who was the main crew of Apollo 1, of which they named themselves?","{'text': ['Grissom, White, and Chaffee'], 'answer_start': [0]}","Grissom, White, and Chaffee","Grissom, White, and Chaffee",True,True,,,,en
5725db4aec44d21400f3d6bf,What was a plugs-out test done to simulate on the LC-34?,"{'text': ['launch countdown'], 'answer_start': [314]}",LC-34 launch countdown simulation,launch countdown,True,True,,,,en
5725db4aec44d21400f3d6c0,What other location did Apollo 1 test at besides Kennedy Space Center?,"{'text': ['North American'], 'answer_start': [174]}",North American,North American,True,True,,,,en
5725dc1638643c19005ace01,What was the first problem astronauts encountered during the plugs-out test?,"{'text': ['strange odor in their spacesuits'], 'answer_start': [129]}",Strange odor,strange odor in their spacesuits,True,False,de,en,de,de
5725dc1638643c19005ace02,When did the very first plugs-out test occur?,"{'text': ['January 27, 1967'], 'answer_start': [43]}","January 27, 1967","January 27, 1967",True,True,,,,en
5725dc1638643c19005ace03,What happened during the plugs-out test during the delay for the spacesuit odor?,"{'text': ['electrical fire'], 'answer_start': [326]}","subject
Strange odor; sealing of the hatch",electrical fire,True,False,en,en,en,en
5725dc1638643c19005ace04,What happened to the crew onboard during the plugs-out test?,"{'text': ['asphyxiated'], 'answer_start': [589]}",The crew was asphyxiated.,asphyxiated,True,True,,,,en
5725dc1638643c19005ace05,What type of atmosphere helped fuel the fire throughout the cabin?,"{'text': ['100% oxygen'], 'answer_start': [403]}","High pressure, 100% oxygen",100% oxygen,True,True,,,,en
5725f39638643c19005acef7,Who compiled the original surviving Apollo 11 landing data?,"{'text': ['Nafzger'], 'answer_start': [102]}",Nafzger,Nafzger,True,True,,,,en
5725f39638643c19005acef8,Were the tapes able to be restored and processed without destroying historical legitimacy or did some aspects of the tapes lose legitimacy?,"{'text': ['without destroying historical legitimacy'], 'answer_start': [221]}",Lowry Digital,without destroying historical legitimacy,True,False,en,en,en,en
5725f39638643c19005acef9,What types of recordings at Johnson Space Center were used to help restore the original tapes?,"{'text': ['kinescope recordings'], 'answer_start': [330]}",Kinescope recordings,kinescope recordings,True,True,,,,en
5725f39638643c19005acefa,Which company was tasked with trying to restore the original tapes?,"{'text': ['Lowry Digital'], 'answer_start': [126]}",Lowry Digital,Lowry Digital,True,True,,,,en
5725f39638643c19005acefb,Were the restored tapes able to have color added to them to enhance the picture or did they remain black and white?,"{'text': ['black and white'], 'answer_start': [414]}",black and white,black and white,True,True,,,,en
5725cc38ec44d21400f3d5bb,How did the principle treaties that form the European Union begin?,"{'text': ['with common rules for coal and steel'], 'answer_start': [58]}","common rules for coal and steel, and then atomic energy",with common rules for coal and steel,True,False,en,en,en,en
5725cc38ec44d21400f3d5bc,Which two treaties provided more formal institutions of the European Union?,"{'text': ['the Treaty of Rome 1957 and the Maastricht Treaty 1992 (now: TFEU)'], 'answer_start': [187]}","Treaty of Rome 1957, Treaty of Maastricht 1992",the Treaty of Rome 1957 and the Maastricht Treaty 1992 (now: TFEU),True,False,en,en,en,en
5725cc38ec44d21400f3d5bd,In what years did Spain and Portugal join the European Union?,"{'text': ['1985'], 'answer_start': [889]}",1985,1985,False,True,,,,en
5725cc38ec44d21400f3d5be,"In 1972, did Norway end up joining the European Union?","{'text': ['not'], 'answer_start': [833]}",Norway did not join.,not,True,True,,,,en
5725cc38ec44d21400f3d5bf,Which country in 1985 signed a treaty to give it special status?,"{'text': ['Greenland'], 'answer_start': [1184]}",Greenland,Greenland,True,True,,,,en
57268e2bf1498d1400e8e3b0,What caused the need for principal Treaties that ended up forming the EU?,"{'text': ['common rules for coal and steel, and then atomic energy'], 'answer_start': [63]}","coal and steel regulation, atomic energy regulation, Rome Treaty, Maastricht Treaty, Single European Act, Treaty of Amsterdam, Treaty of Nice, Treaty of Lisbon","common rules for coal and steel, and then atomic energy",True,False,en,en,en,en
57268e2bf1498d1400e8e3b1,When year was the Maastrich Treaty signed?,"{'text': ['1992'], 'answer_start': [237]}",1992,1992,False,True,,,,en
57268e2bf1498d1400e8e3b2,When was the Single European Act made?,"{'text': ['1986'], 'answer_start': [430]}",1986,1986,False,True,,,,en
57268e2bf1498d1400e8e3b3,When did Denmark join the EU?,"{'text': ['1972'], 'answer_start': [809]}",Norway,1972,True,False,en,ur,en,en
57268e2bf1498d1400e8e3b4,When did Greenland sign a Treaty granting them special status?,"{'text': ['1985'], 'answer_start': [1213]}",1985,1985,False,True,,,,en
572651f9f1498d1400e8dbee,Which two governing bodies have legislative veto power?,"{'text': ['the European Parliament and the Council of the European Union'], 'answer_start': [63]}",European Parliament and Council of the European Union,the European Parliament and the Council of the European Union,True,False,en,en,en,en
572651f9f1498d1400e8dbef,What can't Parliament do that causes equality and democracy to be deficient?,"{'text': [""cannot initiate legislation against the Commission's wishes""], 'answer_start': [474]}",call inquiries,,True,True,,,,en
572651f9f1498d1400e8dbf0,How often do Parliament elections take place?,"{'text': ['every five years'], 'answer_start': [1698]}",every five years,every five years,True,True,,,,en
572651f9f1498d1400e8dbf1,How much of a voting majority must there be to effectively censure the Commission?,"{'text': ['a two-thirds majority'], 'answer_start': [2740]}",two-thirds,a two-thirds majority,True,False,en,en,en,en
572651f9f1498d1400e8dbf2,What two bodies must the Parliament go through first to pass legislation?,"{'text': ['the Commission and Council'], 'answer_start': [3090]}","ystem
European Parliament and Council of the European Union",the Commission and Council,True,False,en,en,en,en
5726938af1498d1400e8e446,Which entity has a monopoly on initiating legislation?,"{'text': ['the Commission'], 'answer_start': [6]}","subject
European Commission",the Commission,True,False,en,en,en,en
5726938af1498d1400e8e447,Which entities have powers of amendment and veto during the legislative process?,"{'text': ['the European Parliament and the Council of the European Union'], 'answer_start': [63]}","subject
European Parliament and Council",the European Parliament and the Council of the European Union,True,False,en,en,en,en
5726938af1498d1400e8e448,When did the first direct elections take place?,"{'text': ['1979'], 'answer_start': [1184]}",1979,1979,False,True,,,,en
5726938af1498d1400e8e449,How often do Parliament elections take place?,"{'text': ['every five years'], 'answer_start': [1698]}","sys
every five years",every five years,True,True,,,,en
5726938af1498d1400e8e44a,Which party is currently the largest among political party lines?,"{'text': [""European People's Party""], 'answer_start': [2252]}",Conservative European People's Party,,True,True,,,,en
57265e455951b619008f70bb,"If there is a conflict between EU law and national law, which law take precedence?","{'text': ['EU law'], 'answer_start': [399]}","router
EU law",EU law,True,True,,,,en
