id,question_ru,original_answer,model_answer,extracted_original_answer,has_letters,is_substring,langdetect_code,hf_lang_code,spacy_lang_code,majority_code
57097d63ed30961900e841ff,Какая компания согласилась отменить иски против Virgin Media в Верховном суде?,"{'text': ['BSkyB'], 'answer_start': [556]}",BSkyB,BSkyB,True,True,,,,ru
57097d63ed30961900e84200,Что послужило предметом для исков в Верховном суде?,"{'text': ['основных каналов'], 'answer_start': [658]}",BSkyB и Virgin Media,основных каналов,True,False,af,ur,af,af
570d28bdb3d812140066d4a3,Какая политическая партия имеет больше всего сторонников среди рабочего класса из пригородов Мельбурна?,"{'text': ['Австралийская лейбористская партия'], 'answer_start': [17]}",Australian Labour Party,Австралийская лейбористская партия,True,False,en,en,en,en
570d28bdb3d812140066d4a4,Какая партия пользуется наибольшей поддержкой в богатых районах Мельбурна?,"{'text': ['Либеральная партия'], 'answer_start': [77]}",Labor,Либеральная партия,True,False,es,en,es,es
570d28bdb3d812140066d4a5,Какая партия пользуется наибольшей поддержкой в северо-западных и восточных регионах Виктории?,"{'text': ['Национальная партия'], 'answer_start': [116]}",Абсолютно верно! Вы абсолютно правы!,Национальная партия,True,False,ru,ru,ru,ru
570d28bdb3d812140066d4a6,Какая партия наиболее популярна в центральных районах Мельбурна?,"{'text': ['Зеленые'], 'answer_start': [677]}",Labor,Зеленые,True,False,es,en,es,es
570d28bdb3d812140066d4a7,Какая партия пользуется наибольшей поддержкой в Бендиго и Джилонге?,"{'text': ['лейбористы'], 'answer_start': [254]}",Labor,лейбористы,True,False,es,en,es,es
570d2f5bfed7b91900d45ccf,Когда Виктория приняла свою конституцию?,"{'text': ['1975 году'], 'answer_start': [39]}",1975,1975 году,False,False,,,,ru
570d2f5bfed7b91900d45cd0,На чем основана конституция Виктории?,"{'text': ['колониальной конституции 1855 года'], 'answer_start': [73]}","ystem
На основании колониальной конституции 1855 года.",колониальной конституции 1855 года,True,True,,,,ru
570d2f5bfed7b91900d45cd1,Какая группа может вносить поправки в конституцию Виктории?,"{'text': ['Парламент Виктории'], 'answer_start': [337]}",Парламент Виктории,Парламент Виктории,True,True,,,,ru
570d2f5bfed7b91900d45cd2,Какие изменения в конституции требуют определенной процедуры для их успешного внесения?,"{'text': ['«ангажированных поправок»'], 'answer_start': [425]}",парламент изVictoria может внести изменения только с помощью трех пятых голоса обоих парламетров или поддержки избирателей в Виктории по решению народных референдумов.,«ангажированных поправок»,True,False,ru,ru,ru,ru
570d2f5bfed7b91900d45cd3,Какой документ был создан парламентом Виктории?,"{'text': ['Конституционный акт Виктории'], 'answer_start': [169]}",Victoria Constitution Act 1855,Конституционный акт Виктории,True,False,en,en,en,en
570d3468b3d812140066d543,Какую отрасль производства вскоре потеряет Виктория?,"{'text': ['автомобилей крупнейших марок'], 'answer_start': [85]}",Автомобили,автомобилей крупнейших марок,True,False,mk,ru,mk,mk
570d3468b3d812140066d544,Когда Toyota намерена закрыть свой завод в Виктории?,"{'text': ['2017'], 'answer_start': [365]}",2017,2017,False,True,,,,ru
570d3468b3d812140066d545,Когда компания Holden объявила о своем намерении закрыть завод в Виктории?,"{'text': ['мае 2013 года'], 'answer_start': [427]}",Май 2013 года.,мае 2013 года,True,False,ru,ru,ru,ru
570d3468b3d812140066d546,Когда закроются заводы Ford?,"{'text': ['октябре 2016 года'], 'answer_start': [556]}",2016,октябре 2016 года,False,False,,,,ru
570d3468b3d812140066d547,Автомобили какой марки производятся в Броадмидоус?,"{'text': ['Ford'], 'answer_start': [503]}",Holden,Ford,True,False,da,nl,da,da
570d47b8b3d812140066d62d,Какую колею используют железнодорожные линии в Виктории?,"{'text': ['1600 мм (5 футов и 3 дюйма)'], 'answer_start': [286]}","1.600 мм (5 футов 3 дюйма)
1.435 мм (4 фута 8 1/2 дюйма)
760 мм (2 фута 6 дюймов)",1600 мм (5 футов и 3 дюйма),True,False,ru,ru,ru,ru
570d47b8b3d812140066d62e,На колею какого размера были переведены некоторые железные дороги на западе Виктории?,"{'text': ['стандартную колею шириной 1435 мм (4 фута и 8 1⁄2 дюйма)'], 'answer_start': [438]}","1,435 мм",стандартную колею шириной 1435 мм (4 фута и 8 1⁄2 дюйма),True,False,ru,ur,ru,ru
570d47b8b3d812140066d62f,Какую колею используют две туристические железнодорожные ветки?,"{'text': ['760 мм (2 фута и 6 дюймов) узкоколейную дорогу'], 'answer_start': [540]}","1,435 мм",760 мм (2 фута и 6 дюймов) узкоколейную дорогу,True,False,ru,ur,ru,ru
570d47b8b3d812140066d630,Где были проложены узкоколейные железные дороги в Виктории?,"{'text': ['горных районах'], 'answer_start': [666]}",Виктория.,горных районах,True,False,bg,ru,bg,bg
570d47b8b3d812140066d631,Сколько узкоколейных железных дорог раньше находились в государственной собственности?,"{'text': ['пяти'], 'answer_start': [601]}",пять,пяти,True,False,uk,ru,uk,uk
570d4a6bfed7b91900d45e13,Когда была основана колония Новый Южный Уэльс?,"{'text': ['1788 году'], 'answer_start': [44]}",1788,1788 году,False,False,,,,ru
570d4a6bfed7b91900d45e14,Как называлась восточная половина колонии в 1788 году?,"{'text': ['Новый Южный Уэльс'], 'answer_start': [116]}",Новая Саутхэмшир,Новый Южный Уэльс,True,False,ru,ru,ru,ru
570d4a6bfed7b91900d45e15,Как назвали западную половину колонии?,"{'text': ['Новая Голландия'], 'answer_start': [171]}",New Holland,Новая Голландия,True,False,en,nl,en,en
570d4a6bfed7b91900d45e16,"Где находилось колониальное правительство, управлявшее новой колонией?","{'text': ['Сиднее'], 'answer_start': [245]}",с Sydney,Сиднее,True,False,cy,bg,cy,cy
57107d73b654c5140001f91d,Какой указ поставил протестантизм во Франции вне закона?,"{'text': ['Эдикт Фонтенбло'], 'answer_start': [286]}",Edict of Fontainebleau,Эдикт Фонтенбло,True,False,en,en,en,en
57107d73b654c5140001f91e,Когда был издан этот эдикт?,"{'text': ['1685 год'], 'answer_start': [303]}",Edikt von Fontainebleau,1685 год,True,False,de,de,de,de
57107d73b654c5140001f91f,Какой французский король издал этот указ?,"{'text': ['Людовика XIV'], 'answer_start': [213]}",Людовик XIV,Людовика XIV,True,False,uk,ru,uk,uk
57107d73b654c5140001f920,Сколько гугенотов покинули Францию к началу XVIII века?,"{'text': ['500,000'], 'answer_start': [505]}",500 000,"500,000",False,True,,,,ru
5710eca0a58dae1900cd6b3a,В какой английской колонии переселенцам-гугенотам обещали земли?,"{'text': ['колонию Виргиния'], 'answer_start': [78]}",В колонии Вирджиния.,колонию Виргиния,True,False,ru,ru,ru,ru
5710eca0a58dae1900cd6b3b,В какой области этой британской колонии гугеноты получили земельные наделы?,"{'text': ['графстве Нижний Норфолк'], 'answer_start': [140]}",в lower norfolk county,графстве Нижний Норфолк,True,False,en,en,en,en
5710eca0a58dae1900cd6b3c,Какой город был в действительности выделен гугенотам по прибытии?,"{'text': ['Манакинтаун'], 'answer_start': [349]}",Manakintown,Манакинтаун,True,False,tl,en,tl,tl
5710eca0a58dae1900cd6b3d,Сколько переселенцев изначально обосновались в Манакинтауне?,"{'text': ['390'], 'answer_start': [624]}",148,390,False,False,,,,ru
5710eca0a58dae1900cd6b3e,Когда эти поселенцы были натурализованы как английские колонисты?,"{'text': ['12 мая 1705 года'], 'answer_start': [474]}",12 мая 1705 года,12 мая 1705 года,True,True,,,,ru
57111380a58dae1900cd6bd6,Кто из французских римских католиков XV века выступал в поддержку реформы церкви?,"{'text': ['Жака Лефевра'], 'answer_start': [136]}",Jacques Lefevre,Жака Лефевра,True,False,fr,fr,fr,fr
57111380a58dae1900cd6bd7,Где преподавал этот лидер реформации?,"{'text': ['Парижского университета'], 'answer_start': [400]}",в университете Парижа,Парижского университета,True,False,bg,ru,bg,bg
57111380a58dae1900cd6bd8,Когда он опубликовал перевод Библии на французский язык?,"{'text': ['(1530 год)'], 'answer_start': [518]}",1523,(1530 год),False,False,,,,ru
57111380a58dae1900cd6bd9,Кто из предводителей реформации в Швейцарии был студентом Лефевра?,"{'text': ['Гийом Фарель'], 'answer_start': [530]}",William Farel,Гийом Фарель,True,False,en,ur,en,en
57111380a58dae1900cd6bda,Какой другой лидер европейского протестантизма получил образование в Парижском университете?,"{'text': ['Жан Ковен'], 'answer_start': [670]}",William Farel,Жан Ковен,True,False,en,ur,en,en
57111713a58dae1900cd6c00,Как изменились религиозные убеждения гугенотов в Новом Свете?,"{'text': ['присоединились к другим более многочисленным протестантским деноминациям'], 'answer_start': [84]}",Прогрессивные взгляды на жизнь и мир стали более распространенными.,присоединились к другим более многочисленным протестантским деноминациям,True,False,ru,ru,ru,ru
57111713a58dae1900cd6c01,Как гугеноты-поселенцы освоились в североамериканском обществе в целом?,"{'text': ['вступали в брак за пределами своего сообщества'], 'answer_start': [214]}","согласно контексту, гугеноты-поселенцы быстро адаптировались и часто вступали в брак за пределами своих местных французских общины, что привело к их интеграции.",вступали в брак за пределами своего сообщества,True,False,ru,ru,ru,ru
57111713a58dae1900cd6c02,"Назовите выдающегося производителя оружия, происходящего из рода гугенотов?","{'text': ['Э. И. Дюпон де Немур'], 'answer_start': [634]}",Эльфридан Понти,Э. И. Дюпон де Немур,True,False,ru,ru,ru,ru
57111713a58dae1900cd6c03,До каких пор гугеноты продолжали использовать французские имена?,"{'text': ['на протяжении большей части девятнадцатого века'], 'answer_start': [383]}",до начала 19 века,на протяжении большей части девятнадцатого века,True,False,mk,ru,bg,ru
57111713a58dae1900cd6c04,Как называлось предприятие по производству пороха Дюпона?,"{'text': ['пороховой завод Eleutherian (Элевтериан Миллс)'], 'answer_start': [681]}",Eleutherian Pulvermühle,пороховой завод Eleutherian (Элевтериан Миллс),True,False,de,tr,de,de
57111b95a58dae1900cd6c50,Какой немецкий правитель принял в своих владениях беженцев-гугенотов?,"{'text': ['Фридрих Вильгельм'], 'answer_start': [0]}",Фридрих Вильгельм,Фридрих Вильгельм,True,True,,,,ru
57111b95a58dae1900cd6c51,Какой немецкий поэт является потомком гугенотов?,"{'text': ['Теодор Фонтен'], 'answer_start': [258]}",Theodor Fontane,Теодор Фонтен,True,False,en,ur,en,en
57111b95a58dae1900cd6c52,Какой немецкий генерал и летчик-истребитель происходит из рода гугенотов?,"{'text': ['Адольф Галланд'], 'answer_start': [392]}",Адольф Галланд,Адольф Галланд,True,True,,,,ru
57111b95a58dae1900cd6c53,Кто был последним премьер-министром ГДР?,"{'text': ['Лотар де Мезьер'], 'answer_start': [600]}",Lothar de Maizière,Лотар де Мезьер,True,False,fr,fr,fr,fr
57111b95a58dae1900cd6c54,Какой пост в кабинете министров Германии занимает Томас де Мезьер?,"{'text': ['федеральный министр внутренних дел Германии'], 'answer_start': [629]}",Томас де Мезьер занимает пост федерального министра внутренних дел.,федеральный министр внутренних дел Германии,True,False,ru,ru,ru,ru
571144d1a58dae1900cd6d6e,Что обычно используется в качестве источника тепла для закипания воды в паровом двигателе?,"{'text': ['сжигают горючие вещества'], 'answer_start': [125]}","Аварийное освещение
Электрооборудование
Техническая документация",сжигают горючие вещества,True,False,ru,ru,ru,ru
571144d1a58dae1900cd6d6f,Как иначе называется огневая коробка или отделение двигателя для сжигания горючего вещества?,"{'text': ['камера сгорания'], 'answer_start': [233]}",Brennkammer,камера сгорания,True,False,no,de,no,no
571144d1a58dae1900cd6d70,"Какая энергия помимо ядерной, геотермальной энергии и энергии отходящего тепла от двигателей внутреннего сгорания применяется для подачи тепла в паровой машине?","{'text': ['солнечная'], 'answer_start': [371]}",combustible materials,солнечная,True,False,ro,en,ca,en
571144d1a58dae1900cd6d71,Какой вид нагревательного элемента часто используют в игрушечных паровых машинах?,"{'text': ['электрический'], 'answer_start': [544]}",Электрический加热元件,электрический,True,True,,,,ru
57114667a58dae1900cd6d80,Какой прибор используется для анализа производительности двигателя?,"{'text': ['индикатор парового двигателя'], 'answer_start': [83]}",Датчик давления в цилиндре,индикатор парового двигателя,True,False,bg,ru,ru,ru
57114667a58dae1900cd6d81,В каком году впервые зарегистрировано применение индикатора парового двигателя?,"{'text': ['1851 году'], 'answer_start': [143]}",1851,1851 году,False,False,,,,ru
57114667a58dae1900cd6d82,Какая компания разработала самый успешный индикатор парового двигателя?,"{'text': ['Чарльза Портера'], 'answer_start': [288]}",Charles Richard,Чарльза Портера,True,False,en,en,en,en
57114667a58dae1900cd6d83,Кто разработал успешную версию индикатора парового двигателя для Чарльза Портера?,"{'text': ['Чарльзом Ричардом'], 'answer_start': [213]}",Charles Richard,Чарльзом Ричардом,True,False,en,en,en,en
57114667a58dae1900cd6d84,Где был впервые показан индикатор парового двигателя Чарльза Портера?,"{'text': ['Всемирной промышленной выставке в Лондоне'], 'answer_start': [321]}",Лондонская выставка 1862 года,Всемирной промышленной выставке в Лондоне,True,False,ru,ru,ru,ru
57114e8d50c2381900b54a5b,Что ограничивает эффективность цикла Ренкина?,"{'text': ['рабочей жидкости'], 'answer_start': [53]}",работающийfluid,рабочей жидкости,True,False,ru,ru,ru,ru
57114e8d50c2381900b54a5c,Какова температура на входе в паровую турбину (в градусах Цельсия)?,"{'text': ['565 °C'], 'answer_start': [263]}",565,565 °C,False,False,,,,ru
57114e8d50c2381900b54a5d,"Пределом текучести какого материала является температура, равная 565 °C?","{'text': ['нержавеющей стали'], 'answer_start': [288]}",стainless steel,нержавеющей стали,True,False,et,en,et,et
57114e8d50c2381900b54a5f,Чему равен термический КПД цикла Карно турбины?,"{'text': ['63%'], 'answer_start': [388]}",63%,63%,False,True,,,,ru
57114e8d50c2381900b54a5e,Какова приблизительная температура в конденсаторе турбины?,"{'text': ['30 °C'], 'answer_start': [336]}",30°C,30 °C,True,True,,,,ru
57115bf350c2381900b54a93,Какая современная компания занимается разработкой парового двигателя с применением современных материалов?,"{'text': ['Energiprojekt AB'], 'answer_start': [218]}",Energiprojekt AB,Energiprojekt AB,True,True,,,,ru
57115bf350c2381900b54a94,Где находится компания Energiprojekt AB?,"{'text': ['Швеции'], 'answer_start': [238]}",США,Швеции,True,False,bg,ru,bg,bg
57115bf350c2381900b54a95,Сколько цилиндров имеет двигатель Energiprojekt AB?,"{'text': ['5'], 'answer_start': [433]}",5,5,False,True,,,,ru
57115bf350c2381900b54a96,Сколько фунтов пара на киловатт-час потребляет двигатель Energiprojekt AB?,"{'text': ['8,8'], 'answer_start': [531]}",8.8,"8,8",False,True,,,,ru
57115bf350c2381900b54a97,Какой КПД у двигателя высокого давления производства Energiprojekt AB?,"{'text': ['27-30 %'], 'answer_start': [404]}",27-30%,27-30 %,False,True,,,,ru
57115ff82419e314009555c3,Какой другой термин используется для обозначения роторов?,"{'text': ['вращающихся дисков'], 'answer_start': [58]}",Статоры,вращающихся дисков,True,False,ru,ru,ru,ru
57115ff82419e314009555c4,Где установлены роторы паровой турбины?,"{'text': ['валу'], 'answer_start': [96]}",атмосфера козлового конденсатора,валу,True,False,ru,ru,ru,ru
57115ff82419e314009555c5,Как иначе называются статоры?,"{'text': ['неподвижных дисков'], 'answer_start': [133]}","статоры - это статические компоненты вращающегося оборудования, выполняющие функцию отражения потока пара на следующую ступень ротора.",неподвижных дисков,True,False,ru,ru,ru,ru
57115ff82419e314009555c6,К чему крепятся статоры?,"{'text': ['турбины'], 'answer_start': [178]}",Статоры крепятся к корпусу турбинного зала.,турбины,True,False,ru,ru,ru,ru
57115ff82419e314009555c7,Какова стандартная скорость вращения турбины для электросетей с частотой 60 Гц в США?,"{'text': ['3600 оборотов в минуту'], 'answer_start': [1106]}",3600 rpm,3600 оборотов в минуту,True,False,lv,hi,lv,lv
571c8539dd7acb1400e4c0e2,Когда Карл Вильгельм Шееле открыл кислород?,"{'text': ['1773 году'], 'answer_start': [83]}",1773 или ранее,1773 году,True,False,bg,ru,bg,bg
571c8539dd7acb1400e4c0e3,В каком году Джозеф Пристли получил кислород?,"{'text': ['1774 году'], 'answer_start': [136]}",1774,1774 году,False,False,,,,ru
571c8539dd7acb1400e4c0e4,Почему Пристли принадлежит приоритет в открытии кислорода?,"{'text': ['его работа была опубликована первой'], 'answer_start': [200]}",Приоритет в открытии кислорода Пристли.,его работа была опубликована первой,True,False,ru,ru,ru,ru
571c8539dd7acb1400e4c0e5,Какой исследователь ввел в обиход название «кислород»?,"{'text': ['Антуан Лавуазье'], 'answer_start': [276]}",Joseph Priestley,Антуан Лавуазье,True,False,en,en,en,en
571c8539dd7acb1400e4c0e6,Какую предшествующую теорию опровергли эксперименты Лавуазье?,"{'text': ['флогистонную теорию горения и коррозии'], 'answer_start': [375]}","subject
Phlogiston Theory",флогистонную теорию горения и коррозии,True,False,en,en,en,en
571c9348dd7acb1400e4c114,Какой химик смог получить достаточное количество жидкого кислорода для изучения?,"{'text': ['Джеймсу Дьюару'], 'answer_start': [32]}",James Dewar,Джеймсу Дьюару,True,False,de,pt,de,de
571c9348dd7acb1400e4c115,В каком году Дьюар проводил эксперимент с жидким кислородом?,"{'text': ['1891 году'], 'answer_start': [2]}",1891,1891 году,False,False,,,,ru
571c9348dd7acb1400e4c116,Когда был разработан промышленный метод сжижения кислорода?,"{'text': ['1895 году'], 'answer_start': [299]}",1895,1895 году,False,False,,,,ru
571c9348dd7acb1400e4c118,Какая технология сварки была представлена в 1901 году?,"{'text': ['ацетилено-кислородной сварки'], 'answer_start': [532]}",Оптическое сварочное устройство,ацетилено-кислородной сварки,True,False,ru,ru,ru,ru
571cb27fdd7acb1400e4c132,Какие ученые занимаются измерением количества кислорода в морских организмах?,"{'text': ['Палеоклиматологи'], 'answer_start': [0]}",Палеоклиматологи,Палеоклиматологи,True,True,,,,ru
571cb27fdd7acb1400e4c133,Информацию о каких погодных характеристиках выясняют палеоклиматологи?,"{'text': ['климат'], 'answer_start': [135]}",Палеоклиматологи измеряют информацию о погодных характеристиках миллионов лет назад.,климат,True,True,,,,ru
571cb27fdd7acb1400e4c134,Насколько кислород-18 тяжелее кислорода-16?,"{'text': ['12%'], 'answer_start': [339]}","Среднее значение
ответ: Среднее значение
изменения при изменении температуры",12%,True,False,ru,ru,ru,ru
571cb27fdd7acb1400e4c135,Какую форму кислорода морские животные накапливают в больших количествах в более холодном климате?,"{'text': ['кислорода-18'], 'answer_start': [601]}",Молекулы сухого кислорода.,кислорода-18,True,False,ru,ru,ru,ru
571cb27fdd7acb1400e4c136,Для какого типа климата характерен высокий уровень кислорода-18 в морской воде?,"{'text': ['периоды более низких глобальных температур'], 'answer_start': [433]}","Молекулы воды с легким изотопом кислорода-16 более быстро蒸发, чем те, содержащие тяжелый изотоп кислорода-18; это разница увеличивается при понижении температуры. В периоды низких глобальных температур вода в отдельных областях может содержать больше легкого изотоп",периоды более низких глобальных температур,True,False,ru,ru,ru,ru
571cbe35dd7acb1400e4c13c,"При какой длине волны полосы поглощения, полученные методом спектрофотометрии, достигают максимума?","{'text': ['687 и 760 нм'], 'answer_start': [118]}",687 нм,687 и 760 нм,True,False,bg,bg,bg,bg
571cbe35dd7acb1400e4c13d,"Что можно отслеживать, измеряя излучение от растительности?","{'text': ['углеродного цикла'], 'answer_start': [642]}",Глобальное наблюдение кислорода,углеродного цикла,True,False,ru,ru,ru,ru
571cbe35dd7acb1400e4c13e,Откуда ученые собираются измерять излучение растительного покрова ?,"{'text': ['спутника'], 'answer_start': [315]}","subject
света растительного покрова",спутника,True,False,ru,ru,ru,ru
571cbe35dd7acb1400e4c13f,Каков масштаб данных измерений растительного покрова?,"{'text': ['на глобальном уровне'], 'answer_start': [678]}",сигнал-раusch,на глобальном уровне,True,False,bg,bg,bg,bg
571cbe35dd7acb1400e4c140,Какой вид зондирования предполагается использовать для измерения глобального излучения?,"{'text': ['дистанционным'], 'answer_start': [153]}",Фотосенсорное зондирование,дистанционным,True,False,ru,ru,ru,ru
571cd3b55efbb31900334e03,"Какое устройство используется для лечения различных заболеваний, таких как отравление угарным газом?","{'text': ['кислородные камеры'], 'answer_start': [91]}",Сушилка,кислородные камеры,True,False,bg,ru,bg,bg
571cd3b55efbb31900334e04,Что вытесняет кислород в повышенной концентрации из легких пациента?,"{'text': ['окись углерода'], 'answer_start': [416]}",Оxygen.,окись углерода,True,False,da,ru,da,da
571cd3b55efbb31900334e05,"Какой патоген, вызывающий газовую гангрену, гибнет под воздействием кислорода?","{'text': ['анаэробных бактерий'], 'answer_start': [481]}","Компоненты синтеза белкового фактора Fas, необходимые для его активации, включают в себя:

Context 1:
A protein called caspase-8 can activate the activation of the cell death pathway known as apoptosis through cleavage. Caspase-3 also plays an important role in the same process. Apoptosis involves the programmed destruction of cells which is necessary for normal development and homeostasis. The enzyme cas",анаэробных бактерий,True,False,en,en,en,en
571cd3b55efbb31900334e06,Чем опасна для дайвера слишком быстрая декомпрессия после погружения?,"{'text': ['Декомпрессионная болезнь'], 'answer_start': [601]}",Только медленная декомпрессия после погружения предотвращает возникновение газовых брызг в крови дайверов.,Декомпрессионная болезнь,True,False,ru,ru,ru,ru
5725bad5271a42140099d0bd,Когда Сирия и Египет неожиданно атаковали Израиль?,"{'text': ['6 октября 1973 года'], 'answer_start': [0]}",1973年10月6日,6 октября 1973 года,False,False,,,,ru
5725bad5271a42140099d0be,Кто был вторым по величине производителем нефти в мире?,"{'text': ['Иран'], 'answer_start': [283]}",Иран,Иран,True,True,,,,ru
5725bad5271a42140099d0bf,Во сколько раз выросли цены на нефть для других стран после этого внезапного нападения?,"{'text': ['десять'], 'answer_start': [792]}",десять,десять,True,True,,,,ru
5725bad5271a42140099d0c0,Какой производитель нефти является близким союзником Соединенных Штатов?,"{'text': ['Иран'], 'answer_start': [283]}",Иран,Иран,True,True,,,,ru
5725bad5271a42140099d0c1,С какой целью шах Ирана дал интервью?,"{'text': ['Возобновление военных действий в зоне арабо-израильского конфликта'], 'answer_start': [133]}",Какой ценой?,Возобновление военных действий в зоне арабо-израильского конфликта,True,False,ru,ru,ru,ru
5726241189a1e219009ac2de,Что оказало негативное влияние на экономику США?,"{'text': ['Эмбарго'], 'answer_start': [0]}","что оказало негативное влияние на экономику США
(Экспорт нефти и другие сокращения в сфере энергетики)
(Отмена барриера по импорту нефти)
(Падение цен на нефть)
(Снижение спроса на нефтепродукты)
(Изменения в налоговой политике)",Эмбарго,True,False,ru,ru,ru,ru
5726241189a1e219009ac2df,Конкурентные позиции какой отрасли были ослаблены на международном уровне?,"{'text': ['автомобилестроении'], 'answer_start': [228]}",автомобильная промышленность,автомобилестроении,True,False,ru,ru,ru,ru
5726241189a1e219009ac2e0,Какая проблема включает в себя инфляционное и дефляционное воздействие?,"{'text': ['Макроэкономические'], 'answer_start': [248]}",Влияние национального барьера,Макроэкономические,True,False,ru,ru,ru,ru
5726241189a1e219009ac2e1,В каком регионе нефтяные компании были вынуждены увеличить поставки нефти в условиях топливного кризиса?,"{'text': ['Арктике'], 'answer_start': [465]}","ystem
Арктика",Арктике,True,False,bg,ur,bg,bg
5726241189a1e219009ac2e2,Сколько времени необходимо для выхода на достаточный уровень добычи нефти в новом регионе?,"{'text': ['пяти до десяти лет'], 'answer_start': [588]}",5-10 лет,пяти до десяти лет,True,False,ru,ru,ru,ru
57264d9edd62a815002e80fe,Кто первым возглавил Федеральную энергетическую комиссию?,"{'text': ['Уильяма Э. Саймона'], 'answer_start': [33]}",William E. Simon,Уильяма Э. Саймона,True,False,sw,ur,sw,sw
57264d9edd62a815002e80ff,Когда Никсон назначил его на данный пост?,"{'text': ['1973'], 'answer_start': [2]}",1973,1973,False,True,,,,ru
57264d9edd62a815002e8100,С какой целью была создана эта временная организация?,"{'text': ['для координации мер по устранению последствий эмбарго'], 'answer_start': [143]}","subject
С целями координации ответа на эмбарго.",для координации мер по устранению последствий эмбарго,True,False,ru,ru,ru,ru
57264d9edd62a815002e8101,"Сколько процентов автозаправок, по данным ААА, остались без бензина?","{'text': ['20 %'], 'answer_start': [531]}",20%,20 %,False,True,,,,ru
572650325951b619008f6fa9,Что послужило катализатором интереса к возобновляемым ресурсам?,"{'text': ['Энергетический кризис'], 'answer_start': [0]}",деятельность после энергетического кризиса,Энергетический кризис,True,False,ru,ru,ru,ru
572650325951b619008f6faa,"Какие факты не учитываются в дорогостоящих и быстрых решениях, за которые критикуют энергетическую политику?","{'text': ['тенденции рынка и технологий'], 'answer_start': [391]}","subject
Основные проблемы, не учитываемые при разработке дорогостоящих и быстрых решений, приводящих к нежелательным последствиям.",тенденции рынка и технологий,True,False,ru,ru,ru,ru
572650325951b619008f6fab,"Кто продвигает стратегии, предусматривающие на первый взгляд целесообразные, но малоперспективные решения?","{'text': ['конгрессы и президенты'], 'answer_start': [596]}",Конгресс и президенты,конгрессы и президенты,True,False,ru,ru,ru,ru
572659535951b619008f703f,"Когда компании Honda, Toyota и Nissan открыли сборочные предприятия в США?","{'text': ['в 1981 году'], 'answer_start': [697]}",1981,в 1981 году,False,False,,,,ru
572659535951b619008f7040,Какой более крупногабаритный автомобиль разработала Toyota в ответ на жалобы покупателей на размеры малолитражных моделей?,"{'text': ['Toyota Corona Mark II'], 'answer_start': [226]}",Toyota Corona Mark II,Toyota Corona Mark II,True,True,,,,ru
572659535951b619008f7041,Какие изменения и дополнительные элементы были внесены при производстве малолитражных автомобилей?,"{'text': ['система кондиционирования воздуха'], 'answer_start': [374]}","Toyota Corona Mark II, Toyota Cressida, Mazda 616, Datsun 810, air conditioning, power steering, AM-FM radios, power windows, central locking",система кондиционирования воздуха,True,False,en,en,en,en
572659535951b619008f7042,"Как называется подразделение Toyota, выпускающее автомобили премиум-класса?","{'text': ['Lexus'], 'answer_start': [819]}",Acura,Lexus,True,False,ro,pt,ro,ro
5725c604271a42140099d185,"Кто возглавил комитет, созданный Симанcом?","{'text': ['Николаса Э. Головина'], 'answer_start': [226]}",Nicholas E. Golovin,Николаса Э. Головина,True,False,en,it,en,en
5725c604271a42140099d186,Когда Симанс учредил этот комитет?,"{'text': ['июле 1961 года'], 'answer_start': [122]}",июль 1961 года,июле 1961 года,True,False,ru,ru,ru,ru
5725c604271a42140099d187,Какое подразделение НАСА первым поддержало выбор техники обеспечения встречи на орбите Луны (LOR)?,"{'text': ['Центра пилотируемых космических полетов'], 'answer_start': [735]}",Миссия управления НАСА первым поддержала выбор технологии обеспечения встречи на орбите Луны (LOR).,Центра пилотируемых космических полетов,True,False,ru,ru,ru,ru
5725c604271a42140099d188,Кого назначили на должность заместителя директора Управления по проблемам полетов космических ЛА с экипажем?,"{'text': ['Джозеф Ши'], 'answer_start': [939]}",Joseph Shea,Джозеф Ши,True,False,en,en,en,en
5725c604271a42140099d189,Какое подразделение НАСА последним поддержало идею об использовании техники LOR?,"{'text': ['Центра космических полетов имени Маршалла'], 'answer_start': [1036]}",Office of Manned Space Flight,Центра космических полетов имени Маршалла,True,False,en,en,en,en
5725d79e89a1e219009abf90,"Сколько астронавтов было в составе экипажа, выполнявшего испытательный полет AS-206?","{'text': ['беспилотного'], 'answer_start': [6]}",3,беспилотного,False,False,,,,ru
5725d79e89a1e219009abf91,Во что были одеты астронавты при выполнении двойной миссии AS-278?,"{'text': ['новые скафандры «Аполлон»'], 'answer_start': [485]}",Англоязычный контекст: После успешного тестового полета LM-AS-206 космический корабль с небольшим командом отправлялся в первый блок II межпланетная капсула и Луна-Модель в рамках двойной миссии называемой AS-207/208 или AS-278 (каждое из,новые скафандры «Аполлон»,True,False,ru,ru,ru,ru
5725d79e89a1e219009abf92,Какие шлемы использовались со скафандрами до разработки прозрачных «шлемов-аквариумов»?,"{'text': ['шлем со смотровым щитком'], 'answer_start': [579]}",Перчатки со скафандромами включали шлемы с водяной подкладкой для предотвращения перегрева и обеспечения комфорта во время вылазок на лунную поверхность.,шлем со смотровым щитком,True,False,ru,ru,ru,ru
